,Name,Age,Overall,Potential,Special,Nationality,Club
3044,P. Ankersen,25,73,76,1939,Denmark,FC København
3045,D. Pelkas,22,73,79,1766,Greece,PAOK
3046,Lulinha,26,73,73,1870,Brazil,Pohang Steelers
3047,J. Forrest,24,73,74,1765,Scotland,Celtic
3048,I. Amadou,23,73,81,1799,Cameroon,LOSC Lille
3049,Varela,28,73,74,1724,Cape Verde,PAOK
3050,Varela,28,73,74,1724,Cape Verde,PAOK
3051,M. Tisserand,23,73,79,1947,DR Congo,FC Ingolstadt 04
3052,D. Pizarro,36,73,73,1814,Chile,Universidad de Chile
3053,Pierrino Faria,28,73,73,1114,Brazil,São Paulo
3054,R. Neustädter,28,73,73,1817,Russia,Fenerbahçe SK
3055,R. Durmisi,22,73,80,2029,Denmark,Real Betis
3056,F. Tobio,26,73,74,1586,Argentina,Boca Juniors
3057,K. Reichel,29,73,73,1957,Germany,Eintracht Braunschweig
3058,Nivo Serpinho,32,73,73,1147,Brazil,Sport Club do Recife
3059,Álvaro,25,73,76,1795,Spain,RCD Espanyol
3060,M. Klich,26,73,74,1883,Poland,FC Twente
3061,F. Martínez,26,73,74,1897,Ecuador,Club Atlas
3062,Raúl Lizoain,25,73,75,1146,Spain,UD Las Palmas
3063,Y. Sylla,25,73,77,1889,Mali,Montpellier HSC
3064,P. Bardsley,31,73,73,1868,Scotland,Stoke City
3065,D. Brasanac,24,73,78,1914,Serbia,Real Betis
3066,D. Stockdale,30,73,73,1121,England,Brighton & Hove Albion
3067,O. Hiljemark,24,73,78,1940,Sweden,Genoa
3068,Salvador Agra,24,73,76,1889,Portugal,CD Nacional
3069,A. del Valle,27,73,73,1794,Colombia,Millonarios FC
3070,E. Luna,29,73,73,1536,Argentina,CD Palestino
3071,L. Marrone,26,73,76,1938,Italy,SV Zulte-Waregem
3072,V. Claesson,24,73,77,1832,Sweden,FC Krasnodar
3073,Adama,20,73,85,1694,Spain,Middlesbrough
3074,O. Duda,21,73,81,1749,Slovakia,Hertha BSC
3075,A. Fedetskyi,31,73,73,1943,Ukraine,SV Darmstadt 98
3076,R. Olsen,26,73,75,1115,Sweden,FC København
3077,T. Simons,39,73,73,1807,Belgium,Club Brugge KV
3078,J. Peters,29,73,73,1712,Netherlands,Willem II
3079,O. Şişmanoğlu,26,73,73,1753,Turkey,Beşiktaş JK
3080,G. Sansone,29,73,73,1834,Italy,Novara
3081,M. Linnes,24,73,76,1880,Norway,Galatasaray SK
3082,S. Tibbling,21,73,79,1847,Sweden,FC Groningen
3083,M. Albæk,26,73,74,1914,Denmark,IFK Göteborg
3084,J. Plata,24,73,73,1846,Ecuador,Real Salt Lake
3085,N. Sliti,23,73,76,1851,Tunisia,LOSC Lille
3086,J. Ito,23,73,77,1852,Japan,Kashiwa Reysol
3087,Borja García,25,73,76,1930,Spain,Girona FC
3088,N. Penneteau,35,73,73,1063,France,Sporting de Charleroi
3089,Pedrinho,23,73,80,1985,Portugal,FC Paços de Ferreira
3090,J. Albín,29,73,73,1836,Uruguay,Tiburones Rojos de Veracruz
3091,M. Bakalorz,26,73,74,1957,Germany,Hannover 96
3092,M. Corujo,30,73,73,2018,Uruguay,San Lorenzo de Almagro
3093,Juanpe,25,73,78,1538,Spain,Girona FC
3094,Rodrigo Ely,22,73,78,1456,Brazil,Deportivo Alavés
3095,Kim Seung Joon,21,73,79,1670,Korea Republic,Ulsan Hyundai FC
3096,R. Bianchi,33,73,73,1748,Italy,FC Pro Vercelli 1892
3097,Pedraza,20,73,82,1803,Spain,Leeds United
3098,B. Stancu,29,73,73,1894,Romania,Bursaspor
3099,Y. Yazıcı,19,73,82,1915,Turkey,Trabzonspor
3100,J. Jones,34,73,73,2034,United States,LA Galaxy
3101,M. Frantz,29,73,73,1976,Germany,SC Freiburg
3102,M. Răduţ,26,73,73,1798,Romania,Lech Poznań
3103,David Soria,23,73,81,1209,Spain,Sevilla FC
3104,R. Genevois,28,73,73,1666,Haiti,Stade Malherbe Caen
3105,Oswaldito Cuba,32,73,73,1984,Brazil,Vitória
3106,P. Ebert,29,73,73,1983,Germany,Rayo Vallecano
3107,A. Limbombe,21,73,80,1753,Belgium,Club Brugge KV
3108,M. Samatta,23,73,78,1734,Tanzania,KRC Genk
3109,A. Mvuemba,31,73,73,1973,DR Congo,FC Lorient
3110,Artur,32,73,73,1934,Portugal,FC Arouca
3111,Artur,32,73,73,1934,Portugal,FC Arouca
3112,Barragán,29,73,73,1872,Spain,Middlesbrough
3113,K. McDonald,27,73,73,1900,Scotland,Fulham
3114,J. Cabot,22,73,79,1723,France,FC Lorient
3115,D. Musto,29,73,73,1781,Argentina,Rosario Central
3116,Ukra,28,73,73,1870,Portugal,Al Fateh
3117,I. Bel Hassani,23,73,77,1802,Morocco,AZ Alkmaar
3118,A. Cornelius,23,73,78,1706,Denmark,FC København
3119,B. Gibson,23,73,82,1497,England,Middlesbrough
3120,C. Taylor,22,73,80,1901,England,Leeds United
3121,Sergi Samper,21,73,80,1757,Spain,Granada CF
3122,Cotán,20,73,83,1828,Spain,Sevilla Atlético
3123,H. Toledo,20,73,82,1908,Argentina,Club Atlético Lanús
3124,M. Lacen,32,73,73,1970,Algeria,Getafe CF
3125,S. Falette,24,73,78,1527,France,FC Metz
3126,C. Larin,21,73,81,1589,Canada,Orlando City SC
3127,Artur Jorge,21,73,81,1579,Portugal,SC Braga
3128,S. Aluko,27,73,73,1856,Nigeria,Fulham
3129,P. Chavarría,28,73,73,1863,Argentina,Stade de Reims
3130,Ademilson,22,73,79,1823,Brazil,Gamba Osaka
3131,Lee Chung Yong,27,73,73,1875,Korea Republic,Crystal Palace
3132,E. Prib,26,73,73,1979,Russia,Hannover 96
3133,A. Cubas,20,73,83,1825,Argentina,Pescara
3134,A. Adnan,22,73,79,2026,Iraq,Udinese
3135,Léo Matos,30,73,73,2011,Brazil,PAOK
3136,F. Zampedri,28,73,73,1670,Argentina,Atlético Tucumán
3137,P. Tytoń,29,73,73,1171,Poland,Deportivo de La Coruña
3138,K. Hansen,27,73,74,1809,Denmark,FC Midtjylland
3139,B. Białkowski,28,73,73,1183,Poland,Ipswich Town
3140,D. Verón,36,73,73,1771,Paraguay,U.N.A.M.
3141,Fran Mérida,26,73,74,2013,Spain,CA Osasuna
3142,R. Lawal,26,73,75,1963,Nigeria,Kayserispor
3143,S. Sensi,20,73,81,1930,Italy,Sassuolo
3144,C. Cathcart,27,73,73,1621,Northern Ireland,Watford
3145,Fernando Canesín,24,73,75,1793,Brazil,KV Oostende
3146,D. Jensen,24,73,77,1177,Denmark,FC Utrecht
3147,Zaldúa,24,73,78,1708,Spain,Real Sociedad
3148,R. van Eijden,28,73,73,1502,Netherlands,AZ Alkmaar
3149,Pedro Mendes,25,73,77,1610,Portugal,Stade Rennais FC
3150,M. Kelly,26,73,74,1764,England,Crystal Palace
3151,Y. Jouffre,31,73,73,1882,France,FC Metz
3152,M. Hansen,26,73,76,1121,Denmark,FC Ingolstadt 04
3153,G. McCleary,29,73,73,1896,Jamaica,Reading
3154,Luccas Claro,24,73,76,1538,Brazil,Gençlerbirliği SK
3155,B. Alemán,26,73,73,1987,Uruguay,Gimnasia y Esgrima La Plata
3156,M. Al Owais,24,73,79,1165,Saudi Arabia,Al Shabab
3157,M. Rybus,26,73,73,2071,Poland,Olympique Lyonnais
3158,Clinton Mata,23,73,78,1941,Angola,Sporting de Charleroi
3159,Anderson Luís,27,73,73,1833,Brazil,FC Arouca
3160,A. Cohen,27,73,73,1959,Israel,FC Ingolstadt 04
3161,H. Medunjanin,31,73,73,2009,Bosnia Herzegovina,Philadelphia Union
3162,Juninho,33,73,73,1880,Brazil,Tigres U.A.N.L.
3163,S. Athanasiadis,27,73,73,1881,Greece,PAOK
3164,F. Grillitsch,20,73,80,1793,Austria,SV Werder Bremen
3165,R. Ruiter,29,73,73,1211,Netherlands,FC Utrecht
3166,L. Hinterseer,25,73,76,1750,Austria,FC Ingolstadt 04
3167,D. Dwyer,25,73,74,1794,United States,Orlando City SC
3168,L. Pionnier,34,73,73,1148,France,Montpellier HSC
3169,V. Ayala,28,73,73,2044,Paraguay,Al Nassr
3170,Heitinho Zanon,32,73,73,1608,Brazil,Goiás
3171,G. Margreitter,27,73,73,1451,Austria,1. FC Nürnberg
3172,G. Margreitter,27,73,73,1451,Austria,1. FC Nürnberg
3173,A. Rosina,32,73,73,1781,Italy,US Salernitana 1919
3174,A. Silva,26,73,73,2002,Uruguay,Club Atlético Lanús
3175,B. Bannan,26,73,74,1878,Scotland,Sheffield Wednesday
3176,Felipe,28,73,73,1636,Brazil,GD Chaves
3177,L. Bacuna,24,73,76,2093,Curacao,Aston Villa
3178,Ricardo Esgaio,23,73,77,1942,Portugal,Sporting CP
3179,A. Ghazal,24,73,75,1702,Egypt,Vancouver Whitecaps FC
3180,A. Federici,31,73,73,1309,Australia,Bournemouth
3181,Guilherme,25,73,74,1941,Brazil,Legia Warszawa
3183,N. Domínguez,26,73,76,1881,Argentina,Independiente
3184,S. Allagui,30,73,73,1825,Tunisia,Hertha BSC
3185,C. Lungu,25,73,74,1885,Zambia,FC Ural Yekaterinburg
3186,A. Tettey,30,73,73,2056,Norway,Norwich City
3187,G. Hanley,24,73,78,1648,Scotland,Newcastle United
3188,A. Gomis,22,73,81,1181,Senegal,US Salernitana 1919
3189,I. Sylla,25,73,76,1762,Guinea,Queens Park Rangers
3190,Tozé,23,73,78,1913,Portugal,Vitória Guimarães
3191,A. Esiti,22,73,79,1768,Nigeria,KAA Gent
3192,Edinho,33,73,73,1713,Portugal,Vitória de Setúbal
3193,R. Ruidíaz,25,73,74,1835,Peru,Monarcas Morelia
3194,T. Sparv,29,73,73,1739,Finland,FC Midtjylland
3195,L. Rosić,23,73,79,1494,Serbia,SC Braga
3196,Guaita,29,73,73,1334,Spain,Getafe CF
3197,T. Carroll,24,73,78,1783,England,Swansea City
3198,S. Byram,22,73,78,1929,England,West Ham United
3199,C. Maidana,29,73,73,1815,Argentina,Rionegro Águilas
3200,J. Benítez,23,73,77,1706,Paraguay,Cruz Azul
3201,Y. Cahuzac,31,73,73,1789,France,Sporting Club de Bastia
3202,S. Downing,31,73,73,1850,England,Middlesbrough
3204,B. Sigurðarson,24,73,76,1900,Iceland,Molde FK
3205,N. Frey,32,73,73,1767,France,Chievo Verona
3206,F. Melchiorri,29,73,73,1666,Italy,Cagliari
3207,Zapater,31,73,73,1921,Spain,Real Zaragoza
3208,Michildo Melo,32,73,73,1715,Brazil,Internacional
3209,R. Tapia,20,72,80,1972,Peru,Feyenoord
3210,F. Midtsjø,22,72,79,1947,Norway,Rosenborg BK
3211,F. Chafik,29,72,72,1824,Morocco,Dijon FCO
3212,E. Kılıçaslan,31,72,72,1857,Germany,Osmanlıspor
3213,P. Niemeyer,32,72,72,1582,Germany,SV Darmstadt 98
3214,L. Memushaj,29,72,72,1934,Albania,Pescara
3215,A. González,23,72,75,1962,Venezuela,SD Huesca
3216,Robert Ibáñez,23,72,78,1815,Spain,CD Leganés
3217,M. Candelo,39,72,72,1724,Colombia,Deportivo Cali
3218,O. Çinar,20,72,83,1759,Turkey,Gaziantepspor
3219,H. Droguett,33,72,72,1822,Chile,CD Antofagasta
3220,T. Giresse,35,72,72,1742,France,En Avant de Guingamp
3221,D. Odoi,28,72,72,1942,Belgium,Fulham
3222,B. Corgnet,29,72,72,1910,France,AS Saint-Étienne
3223,V. Ibarbo,26,72,72,1839,Colombia,Sagan Tosu
3224,M. Bunn,31,72,72,1240,England,Aston Villa
3225,J. Stanislas,26,72,72,1737,England,Bournemouth
3226,K. Stuhr-Ellegaard,33,72,72,1131,Denmark,IF Elfsborg
3227,T. Smith,24,72,76,1751,England,Huddersfield Town
3228,H. Aleesami,24,72,75,1810,Norway,Palermo
3229,Lucas Evangelista,21,72,79,1840,Brazil,Udinese
3230,U. Hünemeier,30,72,72,1747,Germany,Brighton & Hove Albion
3231,Miltisco Paulino,28,72,72,1708,Brazil,Avaí FC
3232,A. Sobiech,26,72,73,1752,Poland,Hannover 96
3233,A. Sobiech,26,72,73,1752,Poland,Hannover 96
3234,B. Parker,30,72,72,1859,South Africa,Kaizer Chiefs
3235,K. Omeruo,22,72,80,1634,Nigeria,Alanyaspor
3236,A. Floro Flores,33,72,72,1829,Italy,Bari
3237,Molinero,30,72,72,1902,Spain,Getafe CF
3238,Manu Del Moral,32,72,72,1757,Spain,CD Numancia
3239,S. Gashi,27,72,72,2012,Albania,Colorado Rapids
3240,O. Deschacht,35,72,72,1683,Belgium,RSC Anderlecht
3241,A. Bogdán,28,72,72,1096,Hungary,Wigan Athletic
3242,N. Peric,37,72,72,1212,Chile,Audax Italiano
3243,T. Masilela,31,72,72,1880,South Africa,Kaizer Chiefs
3244,Toño,36,72,72,1222,Spain,Rayo Vallecano
3245,P. Kasami,24,72,75,1903,Switzerland,Nottingham Forest
3246,L. Pasciuti,26,72,72,1816,Italy,Carpi
3247,Nano,21,72,82,1721,Spain,SD Eibar
3248,A. Hutton,31,72,72,1878,Scotland,Aston Villa
3249,L. Albertengo,25,72,75,1756,Argentina,Independiente
3250,L. Vilsvik,27,72,72,1993,Norway,Strømsgodset IF
3251,M. Gregoritsch,22,72,79,1819,Austria,Hamburger SV
3252,T. Melia,30,72,72,1145,United States,Sporting Kansas City
3253,M. Pavone,34,72,72,1765,Argentina,Vélez Sarsfield
3254,M. Saito,26,72,72,1714,Japan,Yokohama F. Marinos
3255,K. Beckerman,34,72,72,1853,United States,Real Salt Lake
3256,K. Ansarifard,26,72,73,1812,Iran,Olympiacos CFP
3257,D. Bessa,23,72,76,1877,Italy,Hellas Verona
3258,K. Karaman,22,72,78,1723,Turkey,Hannover 96
3259,Unai Garcia,23,72,78,1688,Spain,CA Osasuna
3260,O. Othman,30,72,72,1556,Saudi Arabia,Al Nassr
3261,G. Bellusci,26,72,73,1691,Italy,Empoli
3262,S. Pesyakov,27,72,73,1193,Russia,Spartak Moscow
3263,M. Rolle,31,72,72,1796,Argentina,CD O'Higgins
3264,A. Oğuz,23,72,76,1980,Turkey,Gençlerbirliği SK
3265,Otávinho Vila,32,72,72,1810,Brazil,São Paulo
3266,V. Nogueira,28,72,72,1955,France,RC Strasbourg Alsace
3267,R. Ghoochannejhad,28,72,72,1750,Iran,SC Heerenveen
3268,M. Liendl,30,72,72,1905,Austria,TSV 1860 München
3269,C. Djakpa,29,72,72,1945,Ivory Coast,1. FC Nürnberg
3270,J. Hoilett,26,72,72,1842,Canada,Cardiff City
3271,D. Appiah,24,72,76,1785,France,RSC Anderlecht
3272,Rafael Martins,27,72,72,1788,Brazil,Vitória Guimarães
3273,S. Siani,29,72,72,2010,Cameroon,KV Oostende
3275,Rubem Esteiro,28,72,72,1900,Brazil,Vitória
3276,S. Ujkani,27,72,72,1121,Kosovo,Pisa
3277,Carlão,30,72,72,1756,Brazil,Torino
3278,I. Andriatsima,32,72,72,1761,Madagascar,FC Sochaux-Montbéliard
3279,E. Şahin,21,72,77,1689,Turkey,FC St. Pauli
3280,J. Silva,22,72,77,1950,Argentina,Boca Juniors
3281,Marcelo Oliveira,34,72,72,1731,Brazil,Moreirense FC
3282,Lee Chang Min,22,72,79,1822,Korea Republic,Jeju United FC
3283,G. Vural,28,72,72,2024,Turkey,Kayserispor
3284,Candeias,28,72,72,1893,Portugal,Alanyaspor
3285,S. Sidwell,33,72,72,1973,England,Brighton & Hove Albion
3286,M. Barrow,23,72,78,1791,Gambia,Leeds United
3287,Timo Triano,32,72,72,1725,Brazil,Criciúma
3288,R. Gikiewicz,28,72,73,1058,Poland,SC Freiburg
3289,André Sousa,25,72,73,1946,Portugal,Os Belenenses
3290,G. Silva,22,72,77,1792,Uruguay,Granada CF
3291,D. Opare,25,72,75,1935,Ghana,Racing Club de Lens
3292,P. McShane,30,72,72,1629,Republic of Ireland,Reading
3293,L. Castaignos,23,72,76,1796,Netherlands,Sporting CP
3294,L. Castaignos,23,72,76,1796,Netherlands,Sporting CP
3295,Isaac Cuenca,25,72,73,1747,Spain,Granada CF
3296,Ryan Mendes,26,72,72,1713,Cape Verde,Kayserispor
3297,D. Nugent,31,72,72,1787,England,Derby County
3298,Aridane,27,72,74,1633,Spain,Cádiz CF
3299,M. Batdal,30,72,72,1602,Turkey,Medipol Başakşehir FK
3300,E. Mathoho,26,72,74,1540,South Africa,Kaizer Chiefs
3301,E. Krafth,21,72,79,1890,Sweden,Bologna
3302,Diego González,21,72,82,1586,Spain,Sevilla Atlético
3303,Pimentiscinho,28,72,72,1864,Brazil,Atlético Paranaense
3304,J. Hayes,28,72,72,1847,Republic of Ireland,Aberdeen
3305,F. Kudryashov,29,72,72,1800,Russia,FC Rostov
3306,A. Yahia,34,72,72,1650,Tunisia,Stade Malherbe Caen
3307,Marco Paixão,31,72,72,1735,Portugal,Lechia Gdańsk
3308,E. Goldaniga,22,72,79,1492,Italy,Palermo
3309,J. Pelupessy,23,72,76,1809,Netherlands,Heracles Almelo
3310,G. Castellón,22,72,80,1322,Chile,Santiago Wanderers
3311,T. Castagne,20,72,79,1737,Belgium,KRC Genk
3312,N. Krstičić,25,72,73,1886,Serbia,Deportivo Alavés
3313,S. Al Faraj,26,72,72,2016,Saudi Arabia,Al Hilal
3314,André Claro,25,72,75,1787,Portugal,Estoril Praia
3315,A. Diarra,34,72,72,1762,France,AS Nancy Lorraine
3316,M. Kramer,27,72,72,1671,Netherlands,Feyenoord
3317,Pedro López,32,72,72,1937,Spain,Levante UD
3318,B. Assombalonga,23,72,73,1803,DR Congo,Nottingham Forest
3319,P. Helland,26,72,72,1898,Norway,Rosenborg BK
3320,D. Riascos,30,72,72,1800,Colombia,Millonarios FC
3321,K. Hämäläinen,29,72,72,1820,Finland,Legia Warszawa
3322,P. Glykos,29,72,72,1124,Greece,PAOK
3323,S. Armstrong,24,72,74,1977,Scotland,Celtic
3324,Diego Galo,32,72,72,1514,Brazil,Moreirense FC
3325,E. Ponce,19,72,80,1713,Argentina,Granada CF
3326,G. Pegolo,35,72,72,1117,Italy,Sassuolo
3327,Rômulo Calsede,28,72,72,1772,Brazil,Figueirense
3328,G. Cunningham,25,72,75,1864,Republic of Ireland,Preston North End
3329,R. Wolski,23,72,76,1791,Poland,Lechia Gdańsk
3330,E. Kokalović,27,72,72,1579,Croatia,Lech Poznań
3331,D. Buitrago,25,72,75,1676,Colombia,Independiente Santa Fe
3332,Marcos Paneira,28,72,72,1797,Brazil,Santa Cruz
3333,C. Berra,31,72,72,1502,Scotland,Ipswich Town
3334,P. Wszołek,24,72,75,1786,Poland,Queens Park Rangers
3335,P. Utaka,32,72,72,1826,Nigeria,FC Tokyo
3336,Porphirinho,28,72,72,1922,Brazil,São Paulo
3337,S. Boenisch,29,72,72,1829,Poland,TSV 1860 München
3338,D. Lazarević,26,72,72,1759,Slovenia,Kardemir Karabükspor
3339,G. Núñez,28,72,72,1821,Argentina,Club Atlético Sarmiento
3340,Embarba,24,72,75,1857,Spain,Rayo Vallecano
3341,R. Aarons,20,72,82,1686,England,Newcastle United
3342,M. Caktaš,24,72,77,1846,Croatia,Rubin Kazan
3343,E. Lamanna,26,72,74,1108,Italy,Genoa
3344,K. Kusk,24,72,75,1819,Denmark,FC København
3345,O. Pérez,35,72,72,1826,Argentina,Independiente Santa Fe
3346,A. Farnerud,32,72,72,1903,Sweden,BK Häcken
3347,N. Sánchez,30,72,72,1632,Argentina,Monterrey
3348,N. Benezet,25,72,73,1741,France,En Avant de Guingamp
3349,J. Bahebeck,23,72,76,1840,France,Pescara
3350,C. Marshall,31,72,72,1666,United States,Seattle Sounders FC
3351,F. Diedhiou,24,72,76,1507,Senegal,Angers SCO
3352,G. Değirmenci,27,72,75,1166,Turkey,Gaziantepspor
3353,Odriozola,20,72,79,1624,Spain,Real Sociedad
3354,J. Hegeler,28,72,72,1950,Germany,Bristol City
3355,J. Hegeler,28,72,72,1950,Germany,Bristol City
3356,F. Novák,26,72,73,1910,Czech Republic,FC Midtjylland
3357,Lucas Lima,24,72,76,1937,Brazil,FC Nantes
3358,Somália,27,72,72,1943,Brazil,Toulouse Football Club
3359,Alessinito,32,72,72,1834,Brazil,Avaí FC
3360,M. Santos,23,72,78,1779,Uruguay,Málaga CF
3361,S. Ascacibar,19,72,85,1816,Argentina,Estudiantes de La Plata
3362,Y. El Ghanassy,25,72,72,1812,Belgium,KV Oostende
3363,Portillo,26,72,73,1875,Spain,Getafe CF
3364,A. Fransson,22,72,82,1894,Sweden,FC Basel 1893
3365,D. Falcinelli,25,72,75,1612,Italy,Crotone
3366,U. Bech,23,72,77,1710,Denmark,Hannover 96
3367,O. Opazo,25,72,75,1894,Chile,Santiago Wanderers
3368,L. Martínez,18,72,88,1709,Argentina,Racing Club
3369,Diego Capel,28,72,72,1810,Spain,RSC Anderlecht
3370,R. Lambert,34,72,72,1827,England,Cardiff City
3371,Susaeta,31,72,72,1882,Spain,Real Oviedo
3372,Fausto Tienza,26,72,74,1764,Spain,CA Osasuna
3373,Álex Remiro,21,72,82,1172,Spain,Athletic Club de Bilbao
3374,T. Rogić,23,72,78,1755,Australia,Celtic
3375,C. Bermúdez,29,72,72,1799,Mexico,Jaguares de Chiapas
3376,M. Capuano,24,72,76,1614,Italy,Cagliari
3377,A. Henríquez,33,72,72,1373,Colombia,Atlético Nacional
3378,E. Nabiullin,21,72,81,1762,Russia,Rubin Kazan
3379,E. Hernández,29,72,72,1911,Mexico,Guadalajara
3380,M. Saunier,26,72,73,1618,France,Granada CF
3381,B. Kuwas,23,72,75,1766,Netherlands,Heracles Almelo
3382,Casado,29,72,72,1961,Spain,CD Numancia
3383,Cyriac,25,72,73,1808,Ivory Coast,Fulham
3384,T. Mykhalyk,32,72,72,1771,Ukraine,Lokomotiv Moscow
3385,S. Koroki,29,72,72,1790,Japan,Urawa Red Diamonds
3386,J. Speroni,37,72,72,1081,Argentina,Crystal Palace
3387,L. Trossard,21,72,78,1767,Belgium,KRC Genk
3388,Leordinho Paes,28,72,72,1805,Brazil,Ponte Preta
3389,I. Dia,29,72,72,1793,Senegal,AS Nancy Lorraine
3390,M. Meli,24,72,76,1952,Argentina,Racing Club
3391,Wellington Sabrão,32,72,72,1700,Brazil,América FC (Minas Gerais)
3392,H. Henao,29,72,72,2000,Colombia,Once Caldas
3393,N. Gorosito,27,72,73,1775,Argentina,Getafe CF
3394,N. Ghilas,26,72,73,1771,Algeria,Gaziantepspor
3395,F. Klein,29,72,72,1956,Austria,VfB Stuttgart
3396,C. Skuse,30,72,72,1869,England,Ipswich Town
3397,J. Al Hussien,33,72,72,1823,Syria,Al Taawoun
3398,A. Callens,24,72,78,1588,Peru,New York City FC
3399,L. Dubois,21,72,79,1809,France,FC Nantes
3400,T. Minamino,21,72,79,1809,Japan,FC Red Bull Salzburg
3401,Vanderlei Cõembra,32,72,72,1674,Brazil,Atlético Paranaense
3402,B. Nuytinck,26,72,74,1616,Netherlands,RSC Anderlecht
3403,S. Sunzu,27,72,73,1693,Zambia,Arsenal Tula
3404,C. Gytkjær,26,72,73,1758,Denmark,TSV 1860 München
3405,Carpio,32,72,72,1849,Spain,Cádiz CF
3406,E. Enoh,30,72,72,1710,Cameroon,Standard de Liège
3407,C. Erbes,26,72,73,1947,Argentina,Tiburones Rojos de Veracruz
3408,Yun Young Sun,27,72,72,1663,Korea Republic,Sangju Sangmu FC
3409,R. Martin,30,72,72,1752,Scotland,Norwich City
3410,J. Rodríguez,22,72,79,1881,Uruguay,Santos Laguna
3411,L. Nangis,22,72,81,1663,France,Sporting Club de Bastia
3412,A. Büyük,28,72,72,1826,Turkey,Kasimpaşa SK
3413,Guitián,25,72,75,1716,Spain,Real Valladolid CF
3414,R. Žulj,24,72,75,1767,Austria,SpVgg Greuther Fürth
3415,G. Hubert,22,72,78,1092,Belgium,Standard de Liège
3416,G. Hubert,22,72,78,1092,Belgium,Standard de Liège
3418,A. Cadavid,30,72,72,1495,Colombia,Millonarios FC
3419,J. Spector,30,72,72,1842,United States,Orlando City SC
3420,A. Ounas,19,72,82,1863,Algeria,FC Girondins de Bordeaux
3421,D. Jones,31,72,72,1931,England,Sheffield Wednesday
3422,Estevão Candeira,24,72,72,1618,Brazil,Cruzeiro
3423,Clerc,24,72,77,1819,Spain,CA Osasuna
3424,Seoane,33,72,72,1797,Spain,CD Lugo
3425,A. Faurlín,29,72,72,1871,Argentina,Getafe CF
3426,Javi Guerra,34,72,72,1816,Spain,Rayo Vallecano
3427,M. Nervo,25,72,76,1706,Argentina,Club Atlético Huracán
3428,Rubén Duarte,20,72,79,1690,Spain,RCD Espanyol
3429,K. Mączyński,29,72,72,1907,Poland,Wisła Kraków
3430,P. Karlsson,30,72,72,1633,Sweden,AIK
3431,Jairinhazo,28,72,72,1789,Brazil,Goiás
3432,P. Arajuuri,28,72,72,1489,Finland,Brøndby IF
3433,Álex Fernández,23,72,77,1876,Spain,Elche CF
3434,Y. Bodiger,21,72,79,1851,France,Toulouse Football Club
3435,Jessé Ledeiro,28,72,72,1844,Brazil,América FC (Minas Gerais)
3436,T. Xhaka,25,72,74,1977,Albania,FC Basel 1893
3437,Jorge,20,72,81,1861,Brazil,AS Monaco
3438,Douglas Armeira,24,72,74,1889,Brazil,Santa Cruz
3439,C. Espinoza,21,72,82,1706,Argentina,Real Valladolid CF
3440,A. Camargo,27,72,72,1778,Argentina,CD Universidad de Concepción
3441,D. Montenegro,37,72,72,1783,Argentina,Club Atlético Huracán
3442,D. McGoldrick,28,72,72,1831,Republic of Ireland,Ipswich Town
3443,R. Jérez,30,72,72,1096,Guatemala,Deportivo Cali
3444,M. Robak,33,72,72,1740,Poland,Lech Poznań
3445,D. Pavelka,25,72,75,1920,Czech Republic,Kasimpaşa SK
3446,Adrián Burnabão,32,72,72,1772,Brazil,Coritiba
3447,J. Fernández,28,72,72,1933,Argentina,Rosario Central
3448,L. Desábato,37,72,72,1484,Argentina,Estudiantes de La Plata
3449,Munir,27,72,74,1276,Morocco,CD Numancia
3450,B. Safari,31,72,72,1852,Sweden,Malmö FF
3451,S. Malezas,31,72,72,1500,Greece,PAOK
3452,W. Lautoa,28,72,72,1668,New Caledonia,FC Lorient
3453,M. Moralez,29,72,72,1937,Argentina,New York City FC
3454,B. Zuculini,23,72,78,1886,Argentina,Hellas Verona
3455,L. Spalvis,21,72,81,1690,Lithuania,Sporting CP
3456,M. Stoppelkamp,29,72,72,1924,Germany,Karlsruher SC
3457,G. Čaušić,24,72,77,1922,Serbia,CA Osasuna
3458,A. Collin,30,72,72,1636,France,New York Red Bulls
3459,Ismael,21,72,79,1905,Brazil,Kalmar FF
3460,L. Boyé,20,72,82,1790,Argentina,Torino
3461,D. Angan,28,72,72,1711,Ivory Coast,Gaziantepspor
3462,A. Diaby,25,72,75,1848,Mali,Club Brugge KV
3463,G. Denis,34,72,72,1684,Argentina,Club Atlético Lanús
3464,J. van Overeem,22,72,76,1819,Netherlands,AZ Alkmaar
3465,Gaztañaga,25,72,77,1639,Spain,Real Sociedad
3466,A. Cragno,22,72,82,1110,Italy,Benevento
3467,R. Ovelar,30,72,72,1725,Paraguay,Junior FC
3468,L. Jiménez,27,72,74,1757,Colombia,Club Atlas
3469,Luciano,23,72,77,1831,Brazil,CD Leganés
3470,N. Çürüksu,31,72,72,1437,Turkey,Osmanlıspor
3471,A. Diaby,30,72,72,1963,France,Olympique de Marseille
3472,G. Ndy Assembe,30,72,72,1048,Cameroon,AS Nancy Lorraine
3473,B. Hrgota,23,72,79,1729,Sweden,Eintracht Frankfurt
3474,C. Fuentes,23,72,77,1844,Chile,Universidad Católica
3476,F. Ricci,22,72,80,1757,Italy,Sassuolo
3477,F. Ricci,22,72,80,1757,Italy,Sassuolo
3478,Castro,21,72,78,1734,Spain,Real Sporting de Gijón
