,Name,Age,Overall,Potential,Special,Nationality,Club
1468,N. Mazraoui,20,76,84,1952,Morocco,Ajax
1469,S. Blanco,30,76,76,1932,Argentina,Portland Timbers
1470,Y. Atal,22,76,86,2064,Algeria,OGC Nice
1471,E. N'Dicka,18,76,86,1713,France,Eintracht Frankfurt
1472,D. Brosinski,29,76,76,2070,Germany,1. FSV Mainz 05
1473,D. Heintz,24,76,78,1693,Germany,SC Freiburg
1474,Paulinho,23,76,80,1822,Brazil,Portimonense SC
1475,S. Hanni,27,76,76,1944,Algeria,Spartak Moscow
1476,T. Jedvaj,22,76,83,1812,Croatia,Bayer 04 Leverkusen
1477,J. Briand,32,76,76,1941,France,FC Girondins de Bordeaux
1478,M. Locatelli,20,76,84,1976,Italy,Sassuolo
1479,N. Pareja,34,76,76,1857,Argentina,Club Atlas
1480,F. Caputo,30,76,76,1842,Italy,Empoli
1481,P. Rosario,21,76,83,1946,Netherlands,PSV
1482,A. Haidara,20,76,84,2026,Mali,RB Leipzig
1483,Rafael Cachoira,30,76,76,1727,Brazil,Paraná
1484,A. Turan,31,76,76,2068,Turkey,Medipol Başakşehir FK
1485,N. Sansone,26,76,77,1980,Italy,Bologna
1486,Gonçalo Paciência,23,76,82,1814,Portugal,Eintracht Frankfurt
1487,Córdoba,21,76,83,1997,Spain,Athletic Club de Bilbao
1488,A. Knockaert,26,76,76,1983,France,Brighton & Hove Albion
1489,S. Bocchetti,31,76,76,1778,Italy,Spartak Moscow
1490,Iturraspe,29,76,76,1882,Spain,Athletic Club de Bilbao
1491,E. Valencia,28,76,76,1973,Ecuador,Tigres U.A.N.L.
1492,Melendo,20,76,86,1826,Spain,RCD Espanyol
1493,Pablo Hernández,33,76,76,1971,Spain,Leeds United
1494,C. Gentner,32,76,76,1966,Germany,VfB Stuttgart
1495,D. Dumfries,22,76,81,1907,Netherlands,PSV
1496,Koo Ja Cheol,29,76,76,2025,Korea Republic,FC Augsburg
1497,S. Bamba,33,76,76,1465,Ivory Coast,Cardiff City
1498,S. Kums,30,76,76,2053,Belgium,RSC Anderlecht
1499,D. Rice,19,76,87,1714,England,West Ham United
1500,L. Rodríguez,33,76,76,1867,Argentina,Club Atlético Colón
1501,E. Balanta,25,76,80,1766,Colombia,FC Basel 1893
1502,T. Koubek,25,76,79,1080,Czech Republic,Stade Rennais FC
1503,B. Engels,23,76,83,1673,Belgium,Stade de Reims
1504,J. Allen,28,76,76,2046,Wales,Stoke City
1505,A. McCarthy,28,76,77,1226,England,Southampton
1506,A. Younes,24,76,78,1828,Germany,Napoli
1507,N. Castillo,25,76,79,1897,Chile,Club América
1508,D. Quintero,30,76,76,1906,Colombia,Minnesota United FC
1509,I. Pussetto,22,76,84,1751,Argentina,Udinese
1510,B. Santamaria,23,76,81,1918,France,Angers SCO
1511,T. Didillon,22,76,82,1186,France,RSC Anderlecht
1512,Vieirinha,32,76,76,2141,Portugal,PAOK
1513,M. Ngadeu-Ngadjui,27,76,78,1809,Cameroon,SK Slavia Praha
1514,A. Thomasson,24,76,78,1998,France,RC Strasbourg Alsace
1515,Y. Sabaly,25,76,77,1832,Senegal,FC Girondins de Bordeaux
1516,B. Embolo,21,76,85,1850,Switzerland,FC Schalke 04
1517,F. Guilbert,23,76,82,1872,France,Stade Malherbe Caen
1518,A. Ranocchia,30,76,76,1567,Italy,Inter
1519,L. Unnerstall,27,76,78,1061,Germany,VVV-Venlo
1520,T. Baumgartl,22,76,81,1647,Germany,VfB Stuttgart
1521,F. Bustos,22,76,83,1920,Argentina,Independiente
1522,P. Bernardoni,21,76,84,1104,France,Nîmes Olympique
1523,Y. Aït Bennasser,21,76,84,1971,Morocco,AS Saint-Étienne
1524,O. Toivonen,31,76,76,1897,Sweden,Melbourne Victory
1525,O. Toivonen,31,76,76,1897,Sweden,Melbourne Victory
1526,W. Vainqueur,29,76,76,1933,France,AS Monaco
1527,P. Jagielka,35,76,76,1803,England,Everton
1528,T. Pukki,28,76,76,1772,Finland,Norwich City
1529,R. Brady,26,76,76,2059,Republic of Ireland,Burnley
1530,S. Kverkvelia,26,76,79,1617,Georgia,Lokomotiv Moscow
1531,Rubén Blanco,22,76,83,1192,Spain,RC Celta
1532,W. Reid,29,76,76,1670,New Zealand,West Ham United
1533,F. Roncaglia,31,76,76,1908,Argentina,Valencia CF
1534,R. Mandragora,21,76,86,1996,Italy,Udinese
1535,A. Ndiaye,21,76,85,1922,Senegal,Getafe CF
1536,Rafinha,32,76,76,1939,Brazil,FC Bayern München
1537,G. Cabral,32,76,76,1631,Argentina,RC Celta
1538,N. Viergever,28,76,77,1844,Netherlands,PSV
1539,J. De Guzmán,30,76,76,2041,Netherlands,Eintracht Frankfurt
1540,M. Grujić,22,76,86,2007,Serbia,Hertha BSC
1541,S. Brown,33,76,76,1905,Scotland,Celtic
1542,Fernandinho,25,76,79,1948,Brazil,Chongqing Dangdai Lifan FC SWM Team
1543,P. Skjelbred,31,76,76,1901,Norway,Hertha BSC
1544,M. Gaćinović,23,76,82,1976,Serbia,Eintracht Frankfurt
1545,Kiko Femenía,27,76,76,2006,Spain,Watford
1546,Recio,27,76,77,1963,Spain,CD Leganés
1547,A. Smith,27,76,76,1938,England,Bournemouth
1548,Brais Méndez,21,76,85,1890,Spain,RC Celta
1549,D. Stephens,29,76,76,2012,England,Brighton & Hove Albion
1550,Miguel Lopes,31,76,76,1961,Portugal,Akhisar Belediyespor
1551,J. Willems,24,76,79,2070,Netherlands,Eintracht Frankfurt
1552,Júnior Caiçara,29,76,76,2059,Brazil,Medipol Başakşehir FK
1553,S. Bolat,29,76,76,1219,Turkey,Royal Antwerp FC
1554,C. Biraghi,25,76,78,1965,Italy,Fiorentina
1555,Aritz Elustondo,24,76,80,1720,Spain,Real Sociedad
1556,Fred Aníbão,26,76,76,1114,Brazil,Atlético Paranaense
1557,J. Mateta,21,76,84,1736,France,1. FSV Mainz 05
1558,M. Bizot,27,76,79,1218,Netherlands,AZ Alkmaar
1559,K. Ayhan,23,76,79,1968,Turkey,Fortuna Düsseldorf
1560,O. Romero,25,76,77,1890,Paraguay,Shanghai Greenland Shenhua FC
1561,Nelsildo Reis,30,76,76,1316,Brazil,Botafogo
1562,V. Koziello,22,76,82,2017,France,1. FC Köln
1563,A. Cresswell,28,76,76,2032,England,West Ham United
1564,W. Morgan,34,76,76,1427,Jamaica,Leicester City
1565,Alex Berenguer,22,76,81,1999,Spain,Torino
1566,C. Kouyaté,28,76,76,1957,Senegal,Crystal Palace
1567,M. Diakhaby,21,76,82,1634,France,Valencia CF
1568,Y. Kobayashi,30,76,76,1853,Japan,Kawasaki Frontale
1569,Y. Mvogo,24,76,81,1244,Switzerland,RB Leipzig
1570,Camarasa,24,76,80,1994,Spain,Cardiff City
1571,G. Shibasaki,26,76,79,2006,Japan,Getafe CF
1572,Borja Bastón,25,76,79,1759,Spain,Deportivo Alavés
1573,J. Grealish,22,76,84,1831,England,Aston Villa
1574,D. Pelkas,24,76,79,1855,Greece,PAOK
1575,E. Gutiérrez,23,76,82,1997,Mexico,PSV
1576,R. Durmisi,24,76,81,2048,Denmark,Lazio
1577,A. Hunt,31,76,76,1960,Germany,Hamburger SV
1578,Aday Benítez,30,76,76,1863,Spain,Girona FC
1579,K. Tierney,21,76,86,2011,Scotland,Celtic
1580,S. Denswil,25,76,80,1863,Netherlands,Club Brugge KV
1581,Jaume,27,76,77,1320,Spain,Valencia CF
1582,S. Gigot,24,76,81,1704,France,Spartak Moscow
1583,I. Brizuela,27,76,76,1946,Mexico,Guadalajara
1584,G. Cano,30,76,76,1830,Argentina,Independiente Medellín
1585,I. Fernández,28,76,76,2005,Argentina,River Plate
1586,I. Fernández,28,76,76,2005,Argentina,River Plate
1587,L. Blas,20,76,86,2014,France,En Avant de Guingamp
1588,F. Neuhaus,21,76,85,1909,Germany,Borussia Mönchengladbach
1589,P. Zabaleta,33,76,76,1974,Argentina,West Ham United
1590,Mexer,29,76,76,1774,Mozambique,Stade Rennais FC
1591,Andeson Trigo,30,76,76,2105,Brazil,Fluminense
1592,J. Gnagnon,21,76,83,1608,France,Sevilla FC
1593,Sidcley,25,76,79,2055,Brazil,Dynamo Kyiv
1594,R. Morrison,25,76,79,1899,England,Östersunds FK
1595,J. Musso,24,76,82,1153,Argentina,Udinese
1596,L. Christodoulopoulos,31,76,76,1986,Greece,Olympiacos CFP
1597,M. Jørgensen,28,76,77,1718,Denmark,Huddersfield Town
1598,M. Fabián,28,76,76,1956,Mexico,Philadelphia Union
1599,D. Moreno,32,76,76,1922,Colombia,Club Atlético Talleres
1600,O. Duda,23,76,82,1961,Slovakia,Hertha BSC
1601,J. McArthur,30,76,76,1947,Scotland,Crystal Palace
1602,L. Augustinsson,24,76,81,2029,Sweden,SV Werder Bremen
1603,R. Holding,22,76,83,1694,England,Arsenal
1604,Rochina,27,76,76,2029,Spain,Levante UD
1605,N. Sliti,25,76,77,1913,Tunisia,Dijon FCO
1606,Rubén Pérez,29,76,76,1867,Spain,CD Leganés
1607,N. Mendy,26,76,78,1977,France,Leicester City
1608,M. Benítez,24,76,80,1889,Argentina,Independiente
1609,F. Valverde,19,76,88,1840,Uruguay,Real Madrid
1610,Pedraza,22,76,81,1990,Spain,Villarreal CF
1611,Y. Yazıcı,21,76,83,1962,Turkey,Trabzonspor
1612,K. Linetty,23,76,83,1967,Poland,Sampdoria
1613,M. Lowton,29,76,76,2024,England,Burnley
1614,K. Stöger,24,76,79,1840,Austria,Fortuna Düsseldorf
1615,Barragán,31,76,76,1933,Spain,Real Betis
1616,R. Hamouma,31,76,76,1941,France,AS Saint-Étienne
1617,M. Vargas,21,76,87,1870,Argentina,Vélez Sarsfield
1618,L. Skorupski,27,76,79,1149,Poland,Bologna
1619,Toño García,28,76,76,2020,Spain,Levante UD
1620,A. Diawara,20,76,84,1921,Guinea,Napoli
1621,A. Szalai,30,76,76,1772,Hungary,TSG 1899 Hoffenheim
1622,Raúl Navas,30,76,76,1688,Spain,Real Sociedad
1623,J. Brekalo,20,76,84,1801,Croatia,VfL Wolfsburg
1624,A. Hegazi,27,76,77,1490,Egypt,West Bromwich Albion
1625,M. Pjaca,23,76,82,1937,Croatia,Fiorentina
1626,F. Kamano,22,76,81,1867,Guinea,FC Girondins de Bordeaux
1627,T. Gebre Selassie,31,76,76,1956,Czech Republic,SV Werder Bremen
1628,M. Topal,32,76,76,1950,Turkey,Fenerbahçe SK
1629,T. Kongolo,24,76,81,1862,Netherlands,Huddersfield Town
1630,E. Ünal,21,76,81,1848,Turkey,Real Valladolid CF
1631,Léo Matos,32,76,76,2070,Brazil,PAOK
1632,M. Höger,28,76,76,2039,Germany,1. FC Köln
1633,C. Cathcart,29,76,76,1612,Northern Ireland,Watford
1634,F. Belluschi,34,76,76,2079,Argentina,San Lorenzo de Almagro
1635,B. Henrichs,21,76,84,1952,Germany,AS Monaco
1636,Victildinho,34,76,76,1961,Brazil,Vitória
1637,J. Orozco,32,76,76,1409,Mexico,Santos Laguna
1638,O. Trejo,30,76,76,2080,Argentina,Rayo Vallecano
1639,N. El Zhar,31,76,76,1884,Morocco,CD Leganés
1640,J. Cork,29,76,76,2015,England,Burnley
1641,X. Schlager,20,76,84,1999,Austria,FC Red Bull Salzburg
1642,B. Mechele,25,76,79,1619,Belgium,Club Brugge KV
1643,M. Bradley,30,76,76,2033,United States,Toronto FC
1644,Jemerson,25,76,78,1668,Brazil,AS Monaco
1645,D. Mbokani,32,76,76,1873,DR Congo,Royal Antwerp FC
1646,T. Mangani,31,76,76,2046,France,Angers SCO
1647,T. Mangani,31,76,76,2046,France,Angers SCO
1648,A. Lunin,19,76,88,1078,Ukraine,CD Leganés
1649,N. Domingo,33,76,76,1933,Argentina,Independiente
1650,Jonathas,29,76,76,1770,Brazil,Hannover 96
1651,D. Yedlin,24,76,81,1977,United States,Newcastle United
1652,M. Terrier,21,76,85,1868,France,Olympique Lyonnais
1653,J. Maidana,32,76,76,1716,Argentina,Deportivo Toluca
1654,T. Kraft,29,76,76,1184,Germany,Hertha BSC
1655,L. Podolski,33,76,76,2019,Germany,Vissel Kobe
1656,M. Simon,22,76,82,1900,Nigeria,Levante UD
1657,Davi Parrela,30,76,76,1651,Brazil,Sport Club do Recife
1658,A. Danjuma Groeneveld,21,76,83,1888,Netherlands,Club Brugge KV
1659,C. Luyindama,24,76,79,1621,DR Congo,Galatasaray SK
1660,A. Rusnák,23,76,80,1929,Slovakia,Real Salt Lake
1661,A. Gomis,24,76,79,1214,Senegal,SPAL
1662,Sergi Guardiola,27,76,77,1790,Spain,Real Valladolid CF
1663,H. Tekin,29,76,77,1074,Turkey,Fenerbahçe SK
1664,R. Ruidíaz,27,76,76,1879,Peru,Seattle Sounders FC
1665,Adrián,30,76,76,1832,Spain,FC Porto
1666,G. González,30,76,76,1704,Costa Rica,LA Galaxy
1667,Otávio,24,76,79,1896,Brazil,FC Girondins de Bordeaux
1668,O. Alonso,32,76,76,2000,Cuba,Minnesota United FC
1669,P. Schick,22,76,83,1872,Czech Republic,Roma
1670,J. Clasie,27,76,77,2018,Netherlands,Feyenoord
1671,Alberto Moreno,25,76,78,2023,Spain,Liverpool
1672,Mossoró,34,76,76,1982,Brazil,Medipol Başakşehir FK
1673,C. Villanueva,32,76,76,1915,Chile,Al Ittihad
1674,Felipe,33,75,75,1535,Brazil,SPAL
1675,S. Fofana,23,75,82,1974,Ivory Coast,Udinese
1676,M. Holgate,21,75,81,1807,England,West Bromwich Albion
1677,Pablo Santos,26,75,78,1613,Brazil,SC Braga
1678,Francis,22,75,83,1898,Spain,Real Betis
1679,K. Gibbs,28,75,75,1970,England,West Bromwich Albion
1680,L. Kalinić,28,75,77,1072,Croatia,Aston Villa
1681,N. Radoja,25,75,78,1764,Serbia,RC Celta
1682,Unai Núñez,21,75,83,1485,Spain,Athletic Club de Bilbao
1683,David Juncà,24,75,80,1919,Spain,RC Celta
1684,D. Siovas,29,75,75,1690,Greece,CD Leganés
1685,A. Gunn,22,75,83,1226,England,Southampton
1686,L. Lerager,24,75,78,1935,Denmark,Genoa
1687,Gabriel Boschilia,22,75,81,1882,Brazil,FC Nantes
1688,M. Zajc,24,75,82,1921,Slovenia,Fenerbahçe SK
1689,M. Phillips,27,75,75,1898,Scotland,West Bromwich Albion
1690,J. Stanislas,28,75,75,1782,England,Bournemouth
1691,S. van Beek,23,75,78,1628,Netherlands,Feyenoord
1692,Fabrio Farinha,26,75,75,1841,Brazil,Atlético Mineiro
1693,Fran Sol,26,75,76,1767,Spain,Dynamo Kyiv
1694,R. Otero,25,75,76,1987,Venezuela,Al Wehda
1695,J. Lössl,29,75,76,1093,Denmark,Huddersfield Town
1696,M. Braithwaite,27,75,76,1941,Denmark,CD Leganés
1697,D. Tarasov,31,75,75,1852,Russia,Lokomotiv Moscow
1698,S. Ghoddos,24,75,80,1950,Iran,Amiens SC
1699,L. Refaelov,32,75,75,1900,Israel,Royal Antwerp FC
1701,Palhinha,22,75,81,1776,Portugal,SC Braga
1702,Y. Lodygin,28,75,77,1167,Russia,Olympiacos CFP
1703,L. Cooper,26,75,76,1649,Scotland,Leeds United
1704,M. Ninković,33,75,75,1902,Serbia,Sydney FC
1705,A. Touré,24,75,78,1711,France,FC Nantes
1706,A. Morelos,22,75,85,1836,Colombia,Rangers FC
1707,L. Koné,29,75,75,1618,Ivory Coast,RC Strasbourg Alsace
1708,L. Koné,29,75,75,1618,Ivory Coast,RC Strasbourg Alsace
1709,Jesé,25,75,76,1823,Spain,Real Betis
1710,M. Waris,26,75,76,1871,Ghana,FC Nantes
1711,F. Gutiérrez,27,75,75,1977,Chile,Sporting Kansas City
1712,T. Bongonda,22,75,81,1790,Belgium,SV Zulte-Waregem
1713,Simão Donatinho,34,75,75,1186,Brazil,Cruzeiro
1714,Luís Hernández,29,75,75,1875,Spain,Málaga CF
1715,L. Balogun,30,75,75,1746,Nigeria,Brighton & Hove Albion
1716,M. Rog,22,75,81,1953,Croatia,Sevilla FC
1717,J. Furch,28,75,75,1782,Argentina,Santos Laguna
1718,T. Kádár,28,75,76,1749,Hungary,Dynamo Kyiv
1719,Alfa Semedo,20,75,84,1906,Guinea Bissau,RCD Espanyol
1720,D. Bonera,37,75,75,1491,Italy,Villarreal CF
1721,Saúl Berjón,32,75,75,1934,Spain,Real Oviedo
1722,A. Halilović,22,75,82,1849,Croatia,Standard de Liège
1723,Danilo,22,75,80,2041,Brazil,OGC Nice
1724,J. Hernández,29,75,75,2008,Mexico,Pachuca
1725,J. Hendrick,26,75,76,2053,Republic of Ireland,Burnley
1726,A. Ademi,27,75,76,1828,FYR Macedonia,Dinamo Zagreb
1727,Fábio Pacheco,30,75,75,1894,Portugal,Moreirense FC
1728,F. Hanin,28,75,75,1878,France,Vitória Guimarães
1729,A. Maher,24,75,78,1962,Netherlands,AZ Alkmaar
1730,D. Machís,25,75,76,1909,Venezuela,Cádiz CF
1731,M. Kempf,23,75,81,1722,Germany,VfB Stuttgart
1732,R. Khedira,24,75,78,1732,Germany,FC Augsburg
1733,Reguilón,21,75,86,1921,Spain,Real Madrid
1734,O. Norwood,27,75,75,1991,Northern Ireland,Sheffield United
1735,A. Potuk,27,75,75,1934,Turkey,Fenerbahçe SK
1736,Javi López,32,75,75,1919,Spain,RCD Espanyol
1737,L. Sepe,27,75,78,1150,Italy,Parma
1738,J. Bruma,26,75,78,1798,Netherlands,FC Schalke 04
1739,A. Franco,21,75,85,1595,Argentina,Independiente
1740,Jozabed,27,75,75,1920,Spain,RC Celta
1741,G. Carrillo,27,75,76,1769,Argentina,CD Leganés
1742,M. Zeegelaar,27,75,75,1967,Netherlands,Udinese
1743,G. Ferrari,26,75,79,1436,Italy,Sassuolo
1744,O. Şahiner,26,75,75,2034,Turkey,Atiker Konyaspor
1745,I. Traoré,31,75,75,1667,Ivory Coast,Angers SCO
1746,T. Arslan,27,75,76,2047,Germany,Fenerbahçe SK
1747,S. Armstrong,26,75,76,2023,Scotland,Southampton
1748,K. Billiat,27,75,75,1952,Zimbabwe,Kaizer Chiefs
1749,Francisco Geraldes,23,75,82,1852,Portugal,Sporting CP
1750,Ivan Cavaleiro,24,75,78,1899,Portugal,Wolverhampton Wanderers
1751,E. Cabaco,23,75,81,1658,Uruguay,Levante UD
1752,S. Kırıntılı,33,75,75,1164,Turkey,Atiker Konyaspor
1753,S. Thioub,23,75,79,1813,Senegal,Nîmes Olympique
1754,Silas Almeim,26,75,75,1964,Brazil,Vitória
1755,D. Bronn,23,75,82,1934,Tunisia,KAA Gent
1756,M. Rodríguez,37,75,75,1959,Argentina,Newell's Old Boys
1757,C. Benteke,27,75,75,1754,Belgium,Crystal Palace
1758,E. Durm,26,75,77,1888,Germany,Huddersfield Town
1759,G. Imbula,25,75,78,1868,France,Rayo Vallecano
1760,Rafael,36,75,75,1076,Brazil,Cagliari
1761,M. Flamini,34,75,75,1940,France,Getafe CF
1762,F. Frei,29,75,75,2079,Switzerland,FC Basel 1893
1763,N. Sánchez,32,75,75,1782,Argentina,Monterrey
1764,M. Risse,28,75,75,2050,Germany,1. FC Köln
1766,Lucas Lima,26,75,75,1995,Brazil,FC Nantes
1767,M. Silvestre,33,75,75,1699,Italy,Empoli
1768,L. Teodorczyk,27,75,76,1772,Poland,Udinese
1769,L. Teodorczyk,27,75,76,1772,Poland,Udinese
1770,F. Rønnow,25,75,80,1091,Denmark,Eintracht Frankfurt
1771,J. Babin,31,75,75,1687,France,Real Sporting de Gijón
1772,Jordi Amat,26,75,77,1693,Spain,Rayo Vallecano
1773,W. Caballero,36,75,75,1205,Argentina,Chelsea
1774,S. Rajković,29,75,75,1602,Serbia,Palermo
1775,R. Berić,27,75,76,1822,Slovenia,AS Saint-Étienne
1776,V. Hernández,29,75,75,1830,Colombia,Atlético Nacional
1777,Tiago Sá,23,75,82,1150,Portugal,SC Braga
1778,T. Jantschke,28,75,75,1826,Germany,Borussia Mönchengladbach
1779,L. Schaub,23,75,80,1868,Austria,1. FC Köln
1780,Gabrisco Aníbal,26,75,75,1968,Brazil,Paraná
1781,B. Feilhaber,33,75,75,2024,United States,Colorado Rapids
1782,D. Chará,32,75,75,1974,Colombia,Portland Timbers
1783,A. Grassi,23,75,82,1939,Italy,Parma
1784,D. Torres,28,75,75,1945,Colombia,Albacete BP
1785,Ferro,21,75,84,1671,Portugal,SL Benfica
1786,P. Ntep,25,75,76,1829,Cameroon,VfL Wolfsburg
1787,L. Vangioni,31,75,75,2038,Argentina,Monterrey
1788,A. Maier,19,75,87,1836,Germany,Hertha BSC
1789,Diego Castro,35,75,75,1936,Spain,Perth Glory
1790,A. Mounier,30,75,75,1893,France,Panathinaikos FC
1791,N. Müller,30,75,75,1950,Germany,Hannover 96
1792,E. Badu,27,75,75,2099,Ghana,Udinese
1793,C. Coady,25,75,78,1880,England,Wolverhampton Wanderers
1794,Jason,23,75,81,1944,Spain,Levante UD
1795,S. Cristóforo,24,75,79,1911,Uruguay,Getafe CF
1796,L. Butelle,35,75,75,1083,France,Angers SCO
1797,Allan Bardinho,26,75,75,1768,Brazil,Botafogo
1798,L. Dimata,20,75,83,1789,Belgium,RSC Anderlecht
1799,P. Dummett,26,75,76,1843,Wales,Newcastle United
1800,R. Quaison,24,75,78,1935,Sweden,1. FSV Mainz 05
1801,H. Villalba,23,75,79,1913,Paraguay,Atlanta United
1802,K. Amian,20,75,83,1902,France,Toulouse Football Club
1803,José Mirazar,34,75,75,1863,Brazil,Grêmio
1804,E. Álvarez,20,75,83,1900,Mexico,Club América
1805,A. Hernández,27,75,75,1818,Uruguay,PFC CSKA Moscow
1806,A. Wakaso,26,75,77,1867,Ghana,Vitória Guimarães
1807,Ailton Guevara,26,75,75,1879,Brazil,América FC (Minas Gerais)
1808,Y. Ayoub,24,75,79,2037,Morocco,Feyenoord
1809,André Pinto,28,75,75,1486,Portugal,Sporting CP
1810,A. Ring,27,75,76,2022,Finland,New York City FC
1811,N. Maupay,21,75,81,1875,France,Brentford
1812,J. Rodríguez,24,75,79,1904,Uruguay,Cruz Azul
1813,Kaku,23,75,82,1879,Paraguay,New York Red Bulls
1814,Gedson Fernandes,19,75,85,2076,Portugal,SL Benfica
1815,O. Martínez,32,75,75,2012,Paraguay,Club Atlas
1816,N. Chalobah,23,75,80,1924,England,Watford
1817,Florentino,18,75,87,1805,Portugal,SL Benfica
1818,A. Ounas,21,75,84,1887,Algeria,Napoli
1819,Adilson Edrada,26,75,75,1838,Brazil,Santos
1820,L. Rossettini,33,75,75,1616,Italy,Chievo Verona
1821,Iraizoz,37,75,75,1120,Spain,Girona FC
1822,N. Nikolić,30,75,75,1803,Hungary,Chicago Fire
1823,J. Kurtić,29,75,75,2052,Slovenia,SPAL
1824,A. Mena,30,75,75,1877,Ecuador,Club León
1825,S. Kryvtsov,27,75,77,1662,Ukraine,Shakhtar Donetsk
1826,J. Koundé,19,75,87,1653,France,FC Girondins de Bordeaux
1827,M. Pereira,34,75,75,2006,Uruguay,FC Porto
1828,O. Peralta,34,75,75,1915,Mexico,Club América
1829,C. Budescu,29,75,75,1914,Romania,Al Shabab
1830,C. Budescu,29,75,75,1914,Romania,Al Shabab
1831,Davidson,27,75,75,1822,Brazil,Vitória Guimarães
1832,R. Donk,32,75,75,1906,Netherlands,Galatasaray SK
1833,L. De Silvestri,30,75,75,2070,Italy,Torino
1834,M. Saracchi,20,75,82,2015,Uruguay,RB Leipzig
1835,C. Borja,25,75,78,1864,Colombia,Sporting CP
1836,D. Congré,33,75,75,1648,France,Montpellier HSC
1837,M. Fritzler,31,75,75,1832,Argentina,Club Atlético Colón
1838,A. Paloschi,28,75,75,1815,Italy,SPAL
1839,Caio Nunson,30,75,75,1759,Brazil,Vitória
1840,J. Morel,34,75,75,1842,Madagascar,Olympique Lyonnais
1841,J. Damm,25,75,76,1893,Mexico,Tigres U.A.N.L.
1842,G. Nkoudou,23,75,80,1856,France,AS Monaco
1843,R. Orsolini,21,75,86,1854,Italy,Bologna
1844,Otávio Cairinho,26,75,75,1761,Brazil,Internacional
1845,R. Falk,26,75,76,2005,Denmark,FC København
1846,André Ramalho,26,75,77,1901,Brazil,FC Red Bull Salzburg
1847,Kenedy,22,75,82,1954,Brazil,Newcastle United
1848,G. Schennikov,27,75,75,1972,Russia,PFC CSKA Moscow
1849,M. Morozyuk,30,75,75,1935,Ukraine,Çaykur Rizespor
1850,N. Vukčević,26,75,78,1917,Montenegro,Levante UD
1851,A. Musa,25,75,76,1853,Nigeria,Al Nassr
1852,A. Diaby,27,75,75,1938,Mali,Sporting CP
1853,J. Boëtius,24,75,78,1855,Netherlands,1. FSV Mainz 05
1854,C. Kouamé,20,75,89,1815,Ivory Coast,Genoa
1855,L. Cigarini,32,75,75,1968,Italy,Cagliari
1856,B. Butko,27,75,75,1871,Ukraine,Shakhtar Donetsk
1857,R. Thomas,23,75,80,1937,New Zealand,PSV
1858,M. Jensen,22,75,81,1988,Denmark,RC Celta
1859,F. Guarín,32,75,75,2117,Colombia,Shanghai Greenland Shenhua FC
1860,Burgui,24,75,78,1800,Spain,Deportivo Alavés
1861,M. Gonalons,29,75,75,1952,France,Sevilla FC
1862,D. Valdés,24,75,79,1927,Chile,Santos Laguna
1863,Yoel,29,75,75,1196,Spain,Real Valladolid CF
1864,Marafona,31,75,75,1184,Portugal,SC Braga
1865,J. Cuadrado,33,75,75,1273,Colombia,Atlético Nacional
1866,R. Karsdorp,23,75,80,2034,Netherlands,Roma
1867,Xeka,23,75,81,1898,Portugal,LOSC Lille
1869,P. Mantalos,26,75,76,1917,Greece,AEK Athens
1870,A. Conti,24,75,78,1958,Italy,Milan
1871,Sergio Tejera,28,75,75,2028,Spain,Real Oviedo
1872,Éder,30,75,75,1840,Portugal,Lokomotiv Moscow
1873,Y. Benzia,23,75,81,1933,Algeria,Fenerbahçe SK
1874,W. Hennessey,31,75,75,1157,Wales,Crystal Palace
1875,M. Jajalo,30,75,75,2036,Bosnia Herzegovina,Palermo
1876,Bustinza,26,75,78,1740,Spain,CD Leganés
1877,Bernardo,23,75,80,1881,Brazil,Brighton & Hove Albion
1878,P. Cissé,33,75,75,1859,Senegal,Alanyaspor
1879,Oier,28,75,76,1221,Spain,Levante UD
1880,S. Padt,28,75,77,1203,Netherlands,FC Groningen
1881,B. Jones,36,75,75,1171,Australia,Al Nassr
1882,J. Drmić,25,75,78,1891,Switzerland,Borussia Mönchengladbach
1883,A. McGregor,36,75,75,1257,Scotland,Rangers FC
1884,O. Elabdellaoui,26,75,76,1991,Norway,Olympiacos CFP
1885,G. Kanga,27,75,75,1957,Gabon,Sparta Praha
1886,S. Ilsanker,29,75,75,1758,Austria,RB Leipzig
1887,A. Blake,27,75,78,1148,Jamaica,Philadelphia Union
1888,Nicholas Aldair,26,75,75,1877,Brazil,Fluminense
1889,R. Sessegnon,18,75,86,1939,England,Fulham
1890,K. Djidji,25,75,77,1670,Ivory Coast,Torino
1891,K. Djidji,25,75,77,1670,Ivory Coast,Torino
1892,Jorginhson,26,75,75,1942,Brazil,Vitória
1893,L. Nguyen,31,75,75,1898,United States,Los Angeles FC
1894,Fabrício,28,75,75,1932,Brazil,Urawa Red Diamonds
1895,M. Coco,22,75,81,1827,France,En Avant de Guingamp
1896,K. Babacar,25,75,77,1783,Senegal,Sassuolo
1897,M. Barbosa,33,75,75,1180,Argentina,Villarreal CF
1898,J. Córdoba,25,75,78,1912,Colombia,1. FC Köln
1899,Postigo,29,75,75,1672,Spain,Levante UD
1900,Renato Sanches,20,75,84,2102,Portugal,FC Bayern München
1901,P. Baysse,30,75,75,1796,France,Stade Malherbe Caen
1902,Iván Alejo,23,75,79,1849,Spain,Málaga CF
1903,M. Caruzzo,33,75,75,1677,Argentina,Rosario Central
