,Name,Age,Overall,Potential,Special,Nationality,Club
2878,S. Yıldırım,24,71,77,1718,Turkey,Balıkesirspor
2879,Fábio,23,71,74,1966,Brazil,Cardiff City
2880,L. Ceppitelli,24,71,75,1450,Italy,Cagliari
2881,M. Rosales,33,71,71,1807,Argentina,Vancouver Whitecaps FC
2882,P. Lasne,25,71,73,1952,France,Montpellier HSC
2883,A. Rebrov,30,71,71,1255,Russia,Spartak Moscow
2884,M. Simon,18,71,83,1732,Nigeria,KAA Gent
2885,L. Bacuna,22,71,77,2078,Netherlands,Aston Villa
2886,Luna,23,71,76,1895,Spain,Spezia
2887,E. Hovland,25,71,75,1599,Norway,1. FC Nürnberg
2888,Djalma,27,71,74,1846,Angola,Atiker Konyaspor
2889,F. Bulot,23,71,75,1770,Gabon,Charlton Athletic
2890,P. Fontanello,29,71,71,1639,Argentina,FC Ural Yekaterinburg
2891,F. Insúa,34,71,71,1770,Argentina,Millonarios FC
2892,Arruabarrena,31,71,71,1750,Spain,SD Eibar
2893,Tozé,21,71,80,1939,Portugal,Estoril Praia
2894,Matuzalém,34,71,71,1944,Brazil,Bologna
2895,C. Burke,30,71,71,1819,Scotland,Nottingham Forest
2896,D. Chiumiento,29,71,71,1774,Switzerland,FC Zürich
2897,I. Cofie,23,71,78,1958,Ghana,Chievo Verona
2898,A. Kozlov,27,71,72,1746,Russia,Dinamo Moscow
2899,M. Delpierre,33,71,71,1576,France,Melbourne Victory
2900,B. Jokič,28,71,71,1959,Slovenia,Villarreal CF
2901,L. Immers,28,71,71,1932,Netherlands,Feyenoord
2902,G. Zardes,22,71,75,1797,United States,LA Galaxy
2903,Minhoca,26,71,76,1726,Portugal,FC Paços de Ferreira
2904,João Pedro,28,71,71,1747,Portugal,Moreirense FC
2905,Felipe,29,70,70,1581,Brazil,Inter
2906,J. Pereyra Díaz,23,70,74,1836,Argentina,Independiente
2907,M. Sportiello,22,70,79,1264,Italy,Atalanta
2908,J. Hochscheidt,26,70,72,1895,Germany,Eintracht Braunschweig
2909,B. Dabo,22,70,75,1923,France,Montpellier HSC
2910,Diogo Amado,24,70,74,1913,Portugal,Estoril Praia
2911,P. Niemeyer,30,70,70,1733,Germany,Hertha BSC
2912,M. Grün,27,70,73,1324,Germany,VfL Wolfsburg
2913,Juanmi,21,70,77,1711,Spain,Málaga CF
2914,M. Maïga,26,70,70,1723,Mali,FC Metz
2915,Alex Bergantiños,29,70,70,1777,Spain,Deportivo de La Coruña
2916,D. Yurchenko,28,70,70,1296,Russia,FC Ufa
2917,S. Colpaert,27,70,70,1623,Belgium,SV Zulte-Waregem
2918,D. Odoi,26,70,71,1928,Belgium,Sporting Lokeren
2919,J. Mutch,22,70,76,2001,England,Crystal Palace
2920,F. Benussi,32,70,70,1331,Italy,Hellas Verona
2921,A. Doucouré,21,70,78,1828,France,Stade Rennais FC
2922,R. Nuzzolo,30,70,70,1894,Switzerland,BSC Young Boys
2923,J. Medina,30,70,70,1969,Mexico,Club Atlas
2924,U. Hünemeier,28,70,70,1724,Germany,SC Paderborn 07
2925,Dani Estrada,27,70,70,1872,Spain,Real Sociedad
2926,N. Karampelas,29,70,70,1744,Greece,Levante UD
2927,N. Spyropoulos,30,70,70,1840,Greece,PAOK
2928,N. Spyropoulos,30,70,70,1840,Greece,PAOK
2929,B. Leroy,25,70,73,1156,France,Évian Thonon Gaillard FC
2930,S. Frey,34,70,70,1260,France,Bursaspor
2931,S. Aydoğdu,23,70,72,1810,Turkey,Trabzonspor
2932,D. Pérez,25,70,73,1891,Argentina,Vélez Sarsfield
2933,P. Celeban,29,70,70,1810,Poland,Śląsk Wrocław
2934,A. Bogdán,26,70,70,1273,Hungary,Bolton Wanderers
2935,D. Braghieri,27,70,71,1603,Argentina,Club Atlético Lanús
2936,P. Whittingham,29,70,70,1946,England,Cardiff City
2937,A. Lonergan,30,70,70,1283,England,Bolton Wanderers
2938,T. Masilela,29,70,70,1873,South Africa,Kaizer Chiefs
2939,F. Lucena,33,70,70,1667,Venezuela,Once Caldas
2940,B. Berisha,28,70,70,1792,Albania,Melbourne Victory
2941,L. Ridgewell,29,70,70,1716,England,Portland Timbers
2942,Da Costa,30,70,70,1240,Brazil,Bologna
2943,D. Graham,28,70,70,1722,England,Sunderland
2944,Braga,31,70,70,1827,Portugal,FC Penafiel
2945,A. Luci,29,70,70,1903,Italy,Livorno
2946,R. Boymans,25,70,72,1625,Netherlands,FC Utrecht
2947,O. Hawsawi,28,70,70,1426,Saudi Arabia,Al Nassr
2948,F. Pisano,28,70,70,1782,Italy,Cagliari
2949,A. Balzano,28,70,70,1741,Italy,Cagliari
2950,S. Pesyakov,25,70,74,1355,Russia,Spartak Moscow
2951,J. Pinola,31,70,70,1866,Argentina,Rosario Central
2952,J. Hendrix,19,70,79,1870,Netherlands,PSV
2953,I. Assanti,26,70,73,1717,Morocco,Terek Grozny
2954,Y. Gerhardt,20,70,79,1842,Germany,1. FC Köln
2955,M. Liendl,28,70,70,1893,Austria,Fortuna Düsseldorf
2956,Luís Hernández,24,70,74,1813,Spain,Real Sporting de Gijón
2957,J. Sylvestr,25,70,73,1768,Slovakia,1. FC Nürnberg
2958,V. Granat,27,70,73,1749,Russia,FC Rostov
2959,R. Laborde,26,70,72,1722,Colombia,FC Krasnodar
2960,J. Durmaz,25,70,73,1762,Sweden,Olympiacos CFP
2961,T. Hoogland,29,70,70,1869,Germany,Fulham
2962,A. Stokes,25,70,73,1820,Republic of Ireland,Celtic
2963,S. Ujkani,25,70,75,1291,Kosovo,Palermo
2964,A. Barnes,24,70,74,1824,Austria,Burnley
2965,M. Silvestri,23,70,75,1280,Italy,Leeds United
2966,G. Castellani,26,70,71,1886,Argentina,Club Atlético Lanús
2967,L. Pavoletti,25,70,75,1603,Italy,Genoa
2968,Carlos Cuéllar,32,70,70,1493,Spain,Norwich City
2969,S. Şahin,33,70,70,1878,Turkey,Fenerbahçe SK
2970,O. Fink,32,70,70,1920,Germany,Fortuna Düsseldorf
2971,A. Conté,20,70,75,1645,France,Stade de Reims
2972,A. Halilović,18,70,84,1868,Croatia,FC Barcelona B
2973,R. Ziegler,28,70,70,1967,Switzerland,FC Sion
2974,J. Hendrick,22,70,75,1858,Republic of Ireland,Derby County
2975,A. Al Enezi,23,70,76,1241,Saudi Arabia,Al Nassr
2976,R. Cardozo,28,70,70,1604,Paraguay,Moreirense FC
2977,D. Pérez,34,70,70,1845,Uruguay,Bologna
2978,Isaac Cuenca,23,70,77,1650,Spain,Deportivo de La Coruña
2979,M. Livaja,20,70,78,1701,Croatia,Rubin Kazan
2980,H. Sulaimani,37,70,70,1962,Saudi Arabia,Al Nassr
2981,R. Azeez,21,70,79,1822,Nigeria,UD Almería
2982,Welliton,27,70,70,1755,Brazil,Mersin İdman Yurdu
2983,O. Norwood,23,70,76,1942,Northern Ireland,Reading
2984,M. Brozović,21,70,80,1903,Croatia,Inter
2985,E. Mathoho,24,70,74,1504,South Africa,Kaizer Chiefs
2986,S. Gnabry,18,70,82,1747,Germany,Arsenal
2987,S. Vokes,24,70,74,1747,Wales,Burnley
2988,R. Stam,30,70,70,1974,Netherlands,Standard de Liège
2989,R. Stam,30,70,70,1974,Netherlands,Standard de Liège
2990,Marco Paixão,29,70,70,1723,Portugal,Śląsk Wrocław
2991,Rodrigues,23,70,72,1785,Cape Verde,Elche CF
2992,K. Persoons,30,70,70,1935,Belgium,Sporting Lokeren
2993,Juan Carlos,24,70,74,1942,Spain,Granada CF
2994,H. Villalba,25,70,75,1866,Argentina,Newell's Old Boys
2995,João Aurélio,25,70,72,1928,Portugal,CD Nacional
2996,L. Crisetig,21,70,77,1823,Italy,Cagliari
2997,Pablo Sarabia,22,70,75,1715,Spain,Getafe CF
2998,A. Kruiswijk,29,70,70,1626,Netherlands,Vitesse
2999,M. Kramer,25,70,72,1665,Netherlands,ADO Den Haag
3000,D. Lévêque,24,70,73,1651,France,En Avant de Guingamp
3001,R. Alberg,23,70,74,1885,Netherlands,ADO Den Haag
3002,P. Delecroix,25,70,73,1214,France,Chamois Niortais Football Club
3003,M. Tonso,24,70,75,1774,Argentina,Newell's Old Boys
3004,G. Svensson,27,70,70,1686,Sweden,IFK Göteborg
3005,F. Barrientos,22,70,75,1839,Argentina,Club Atlético Lanús
3006,S. Çetin,33,70,70,1376,Turkey,Mersin İdman Yurdu
3007,Gerso,23,70,76,1671,Guinea Bissau,Moreirense FC
3008,M. Pašalić,19,70,80,1913,Croatia,Elche CF
3009,Aarón,25,70,75,1790,Spain,Elche CF
3010,L. Rodríguez,23,70,73,1866,Mexico,Jaguares de Chiapas
3011,A. Meha,28,70,70,1908,Albania,SC Paderborn 07
3012,M. Pappa,26,70,72,1877,Guatemala,Seattle Sounders FC
3013,J. McEachran,21,70,75,1883,England,Vitesse
3014,G. Haraguchi,23,70,76,1642,Japan,Hertha BSC
3015,R. Yabo,22,70,75,1923,Germany,Karlsruher SC
3016,D. Lazarević,24,70,77,1720,Slovenia,Sassuolo
3017,R. Mak,23,70,76,1754,Slovakia,PAOK
3018,E. Kalinski,27,70,72,1844,Argentina,San Lorenzo de Almagro
3019,Adri Embarba,22,70,78,1616,Spain,Rayo Vallecano
3020,Arbilla,27,70,72,1821,Spain,RCD Espanyol
3021,R. Leeuwin,26,70,72,1778,Netherlands,FC Utrecht
3022,R. Espinoza,27,70,70,1963,Honduras,Sporting Kansas City
3023,C. Marshall,29,70,70,1684,United States,Seattle Sounders FC
3024,Renan Bressan,25,70,72,1720,Belarus,Rio Ave FC
3025,K. Aït-Fana,25,70,72,1688,Morocco,Montpellier HSC
3026,K. LuaLua,23,70,75,1810,DR Congo,Brighton & Hove Albion
3027,J. Faubert,30,70,70,1933,France,FC Girondins de Bordeaux
3028,R. Berić,23,70,75,1790,Slovenia,SK Rapid Wien
3029,R. Shotton,25,70,72,1749,England,Derby County
3030,Gabriel Silva,23,70,75,1952,Brazil,Udinese
3031,L. Ponzio,32,70,70,1912,Argentina,River Plate
3032,Codina,32,70,70,1233,Spain,Getafe CF
3033,Y. Adnane,28,70,70,1718,France,Stade Brestois 29
3034,Pedro Henrique,24,70,75,1666,Brazil,Stade Rennais FC
3035,Tébar,28,70,70,1729,Spain,Brentford
3036,G. Demel,33,70,70,1765,Ivory Coast,West Ham United
3037,Fede Vico,19,70,78,1788,Spain,Córdoba CF
3038,R. Robayo,30,70,70,1883,Colombia,Millonarios FC
3039,C. Chávez,28,70,70,1789,Argentina,Arsenal de Sarandí
3040,G. Cyriac,23,70,73,1794,Ivory Coast,RSC Anderlecht
3041,D. Orlishausen,31,70,70,1238,Germany,Karlsruher SC
3042,L. Ruiz,27,70,70,1672,Colombia,Atlético Nacional
3043,J. Estrada,31,70,70,1849,Colombia,Deportes Tolima
3044,R. De Laet,25,70,72,1739,Belgium,Leicester City
3045,R. Wolf,26,70,73,1222,Germany,SV Werder Bremen
3046,L. Magallán,20,70,77,1581,Argentina,Boca Juniors
3047,E. Sviatchenko,22,70,75,1606,Denmark,FC Midtjylland
3048,G. Bussmann,23,70,76,1879,France,FC Metz
3049,Lee Seung Gi,26,70,73,1886,Korea Republic,Sangju Sangmu FC
3050,Lee Seung Gi,26,70,73,1886,Korea Republic,Sangju Sangmu FC
3051,S. Ristić,32,70,70,1764,FYR Macedonia,Jeonnam Dragons
3052,G. Pezzella,23,70,76,1515,Argentina,River Plate
3053,Adriano Facchini,31,70,70,1250,Brazil,Gil Vicente FC
3054,G. Hupperts,22,70,75,1786,Netherlands,AZ Alkmaar
3055,R. Quaison,20,70,80,1845,Sweden,Palermo
3056,Ricardo Pereira,20,70,77,1858,Portugal,FC Porto
3057,S. Pellissier,35,70,70,1687,Italy,Chievo Verona
3058,M. Taylor,32,70,70,1983,England,Burnley
3059,B. Afobe,21,70,78,1731,England,Wolverhampton Wanderers
3060,J. Vaughan,25,70,71,1810,England,Huddersfield Town
3061,G. Peñalba,29,70,70,1800,Argentina,Tiburones Rojos de Veracruz
3062,K. Toko-Ekambi,21,70,79,1635,France,FC Sochaux-Montbéliard
3063,R. Boakye,21,70,77,1650,Ghana,Atalanta
3064,Naldo,25,70,72,1462,Brazil,Getafe CF
3065,M. Hedges,24,70,72,1508,United States,FC Dallas
3066,A. Ring,23,70,75,1958,Finland,1. FC Kaiserslautern
3067,S. Igboun,23,70,76,1885,Nigeria,FC Midtjylland
3068,J. Ayoví,26,70,72,1723,Ecuador,Godoy Cruz
3069,Orlando Sá,26,70,73,1682,Portugal,Legia Warszawa
3070,R. Pizarro,20,70,77,1974,Mexico,Pachuca
3071,D. Cacia,30,70,70,1675,Italy,Bologna
3072,L. Baal,28,70,70,1850,France,Racing Club de Lens
3073,Élton,27,70,70,1778,Brazil,Al Fateh
3074,A. Coda,29,70,70,1487,Italy,Sampdoria
3075,André Simões,24,70,76,1966,Portugal,Moreirense FC
3076,D. Jones,29,70,70,1899,England,Burnley
3077,F. Viviani,22,70,76,1842,Italy,Latina
3079,D. Da Silva,26,70,72,1516,France,Stade Malherbe Caen
3080,C. Ndoye,28,70,70,1770,Senegal,US Créteil-Lusitanos
3081,C. Penilla,23,70,74,1645,Ecuador,Pachuca
3082,Edgar,23,70,75,1762,Spain,UD Almería
3083,W. Janssen,27,70,70,1920,Netherlands,FC Utrecht
3084,D. Vera,29,70,70,1767,Uruguay,Independiente
3085,R. Tesche,27,70,70,1976,Germany,Birmingham City
3086,H. Singh,23,70,75,1951,Norway,Molde FK
3087,João Cancelo,20,70,78,1907,Portugal,Valencia CF
3088,W. Guisao,22,70,75,1788,Colombia,Deportivo Toluca
3089,Y. Mokhtar,22,70,74,1724,Morocco,FC Twente
3090,J. Fernández,26,70,71,1869,Argentina,Rosario Central
3091,M. Henriksen,21,70,75,1954,Norway,AZ Alkmaar
3092,C. Suárez,27,70,70,1605,Chile,Universidad de Chile
3093,D. Tiendalli,28,70,70,1824,Netherlands,Swansea City
3094,R. Falk Jensen,22,70,74,1738,Denmark,Odense Boldklub
3095,C. Luna,32,70,70,1795,Argentina,Club Atlético Tigre
3096,R. Riou,34,70,70,1268,France,Racing Club de Lens
3097,M. Óbolo,32,70,70,1755,Argentina,Belgrano de Córdoba
3098,A. Collin,28,70,70,1648,France,Orlando City SC
3099,M. Wasilewski,34,70,70,1651,Poland,Leicester City
3100,R. Leichtweis,26,70,73,1557,Paraguay,Deportes Tolima
3101,A. Diaby,23,70,74,1829,Mali,LOSC Lille
3102,G. Skondras,24,70,74,1815,Greece,PAOK
3103,M. Hernández,31,70,70,1209,Mexico,Tiburones Rojos de Veracruz
3104,N. De Pauw,24,70,72,1812,Belgium,Sporting Lokeren
3105,A. Cragno,20,70,79,1255,Italy,Cagliari
3106,R. Thomas,19,70,79,1656,New Zealand,PEC Zwolle
3107,D. Dessena,27,70,72,1940,Italy,Cagliari
3108,L. Jiménez,25,70,72,1782,Colombia,Tiburones Rojos de Veracruz
3109,Oriol Riera,27,70,70,1700,Spain,Deportivo de La Coruña
3110,I. Opara,25,70,77,1716,United States,Sporting Kansas City
3111,I. Opara,25,70,77,1716,United States,Sporting Kansas City
3112,V. Viola,22,70,75,1794,Argentina,Kardemir Karabükspor
3114,S. Gentiletti,29,70,70,1597,Argentina,Lazio
3115,B. Hrgota,21,70,78,1701,Sweden,Borussia Mönchengladbach
3116,M. Barthelmé,25,70,73,1874,France,FC Lorient
3117,L. Nomenjanahary,28,70,70,1778,Madagascar,Racing Club de Lens
3118,M. Medel,25,70,73,1759,Chile,Santiago Wanderers
3119,T. Kuszczak,32,70,70,1263,Poland,Wolverhampton Wanderers
3120,D. Meyler,25,70,72,1881,Republic of Ireland,Hull City
3121,M. Dos Santos,24,70,72,1655,Argentina,UD Almería
3122,M. Husain,33,70,70,1483,Bahrain,Al Nassr
3123,D. Guthrie,27,70,70,1896,England,Fulham
3124,O. Storflor,34,70,70,1772,Norway,Strømsgodset IF
3125,F. Smolov,24,70,75,1768,Russia,FC Ural Yekaterinburg
3126,S. Yatabaré,25,70,74,1865,Mali,En Avant de Guingamp
3127,M. Eneramo,28,70,70,1691,Nigeria,Sivasspor
3128,A. Silva,30,70,70,1242,Paraguay,Independiente Medellín
3129,F. Berrier,30,70,70,1717,France,KV Oostende
3130,A. Gerndt,27,70,70,1853,Sweden,BSC Young Boys
3131,Oier,24,70,76,1297,Spain,Granada CF
3132,B. Megyeri,24,70,75,1303,Hungary,Olympiacos CFP
3133,A. Pérez,33,70,70,1894,Colombia,Deportivo Cali
3134,B. Jones,32,70,70,1269,Australia,Liverpool
3135,M. de Leeuw,27,70,70,1855,Netherlands,FC Groningen
3136,L. Bacela,31,70,70,1801,South Africa,Orlando Pirates
3137,D. Boer,33,70,70,1232,Netherlands,Ajax
3138,K. Kanga,23,70,73,1773,Gabon,FC Rostov
3139,D. Hernández,21,70,75,1717,Colombia,Once Caldas
3140,J. Jantscher,25,70,75,1765,Austria,FC Luzern
3141,R. Boffin,26,70,73,1275,Belgium,Eskişehirspor
3143,L. Robles,30,70,72,1341,United States,New York Red Bulls
3144,L. De Bock,21,70,75,1895,Belgium,Club Brugge KV
3145,M. Yumlu,26,70,73,1481,Turkey,Eskişehirspor
3146,J. Martins Pereira,28,70,70,1816,France,ESTAC Troyes
3147,J. van den Berg,28,70,70,1916,Netherlands,SC Heerenveen
3148,M. Gavranović,24,70,75,1790,Switzerland,FC Zürich
3149,A. Trebel,23,70,73,1878,France,Standard de Liège
3150,M. Halsti,30,70,70,1765,Finland,DC United
3151,Bruno Moreira,26,70,70,1587,Portugal,FC Paços de Ferreira
3152,S. Arfield,25,70,72,1906,Scotland,Burnley
3153,A. Patosi,21,70,76,1703,South Africa,Sporting Lokeren
3154,G. Méndez,26,70,72,1831,Argentina,Unión Española
3155,M. Caruzzo,29,70,70,1618,Argentina,San Lorenzo de Almagro
3156,A. Tighadouini,21,70,76,1757,Morocco,NAC Breda
3157,Luís Leal,27,70,70,1786,São Tomé & Príncipe,Gaziantepspor
3158,C. Wilson,22,70,77,1732,England,Bournemouth
3159,Kim Jin Kyu,29,70,70,1706,Korea Republic,FC Seoul
3160,M. Dabbur,22,70,78,1747,Israel,Grasshopper Club Zürich
3161,F. Campbell,26,70,70,1775,England,Crystal Palace
3162,M. Formica,26,70,71,1769,Argentina,Newell's Old Boys
3163,R. Würtz,30,70,70,1916,Denmark,Aalborg BK
3164,D. Zokora,33,70,70,1851,Ivory Coast,Akhisar Belediyespor
3165,Nino,34,70,70,1798,Spain,CA Osasuna
3166,M. Marić,30,70,70,1717,Switzerland,Sporting Lokeren
3167,Diego Ângelo,28,70,70,1801,Brazil,Eskişehirspor
3168,Pedro Ríos,32,70,70,1765,Spain,RC Recreativo de Huelva
3169,Nsue,24,70,74,1929,Equatorial Guinea,Middlesbrough
3170,G. De Mets,27,70,70,1926,Belgium,KV Kortrijk
3171,Edimar,28,70,70,1912,Brazil,Córdoba CF
3172,Edimar,28,70,70,1912,Brazil,Córdoba CF
3173,S. Larsson,21,70,76,1684,Sweden,SC Heerenveen
3174,D. Di Gennaro,26,70,74,1865,Italy,Vicenza
3175,J. Williams,20,70,79,1766,Wales,Crystal Palace
3176,A. Losilla,28,70,70,1795,France,VfL Bochum 1848
3177,F. Meza,22,70,75,1554,Colombia,Independiente Santa Fe
3178,M. Konaté,21,70,81,1678,Senegal,FC Sion
3179,J. Domínguez,26,70,71,1698,Mexico,Cruz Azul
3180,T. Jedvaj,18,70,80,1744,Croatia,Bayer 04 Leverkusen
3181,Tiago Alves,21,70,80,1760,Brazil,Pohang Steelers
3182,Albentosa,25,70,72,1513,Spain,Derby County
3183,Deyverson,23,70,75,1549,Brazil,1. FC Köln
3184,R. Thomas,26,70,74,1557,France,Angers SCO
3185,T. Šunjić,25,70,74,1497,Bosnia Herzegovina,Kuban Krasnodar
3186,M. Goicoechea,26,70,72,1271,Uruguay,FC Arouca
3188,A. Rolin,25,70,75,1446,Uruguay,Boca Juniors
3189,S. Eghan,19,70,78,1740,Ghana,FC Twente
3190,G. Montoya,31,70,70,1307,Argentina,Independiente
3191,M. Albornoz,23,70,76,1954,Chile,Hannover 96
3192,F. Castillón,28,70,70,1814,Argentina,Club Atlético Banfield
3193,H. Yamada,25,70,73,1827,Japan,Karlsruher SC
3194,D. Tőzsér,29,70,70,1937,Hungary,Watford
3195,T. Cairney,23,70,75,1872,Scotland,Blackburn Rovers
3196,G. Zahid,19,70,77,1701,Norway,Vålerenga Fotball
3197,J. Seri,22,70,74,1889,Ivory Coast,FC Paços de Ferreira
3198,A. Ajagun,21,70,77,1734,Nigeria,Panathinaikos FC
3199,Y. Bammou,22,70,74,1771,Morocco,FC Nantes
3200,J. Beausejour,30,70,70,2010,Chile,Colo-Colo
3201,M. Mitrović,25,70,71,1449,Serbia,Mersin İdman Yurdu
3203,R. Okotie,27,70,70,1679,Austria,TSV 1860 München
3204,G. Barnes,25,70,70,1783,Jamaica,Houston Dynamo
3205,Oriol Rosell,21,70,76,1776,Spain,Sporting CP
3206,M. Bolatti,29,70,70,1921,Argentina,Belgrano de Córdoba
3207,A. Knockaert,22,70,75,1800,France,Leicester City
3208,T. Weis,28,70,70,1906,Germany,VfL Bochum 1848
3209,P. Álvarez,30,70,70,1836,Argentina,Rosario Central
3210,A. Reid,31,70,70,1809,Republic of Ireland,Nottingham Forest
3211,L. Majoro,27,70,70,1768,South Africa,Orlando Pirates
3212,Kléber,24,70,74,1764,Brazil,Estoril Praia
3213,P. Nardi,20,70,81,1246,France,AS Nancy Lorraine
3214,Y. Kurtuluş,28,70,70,1997,Turkey,Galatasaray SK
3215,J. Šimůnek,27,70,70,1603,Czech Republic,VfL Bochum 1848
3216,Dani Pacheco,23,70,78,1813,Spain,Real Betis
3217,Mainz,31,70,70,1474,Spain,Granada CF
3218,Barreto,28,70,70,1794,Brazil,Torino
3219,M. Contini,34,70,70,1420,Italy,Bari
3220,C. Ikeme,28,70,70,1257,Nigeria,Wolverhampton Wanderers
3221,S. Martínez,20,70,78,1773,Chile,Universidad de Chile
3222,D. Mesbah,29,70,70,1923,Algeria,Sampdoria
3223,Javi Lara,28,70,70,1771,Spain,SD Eibar
3224,N. Castillo,21,70,78,1775,Chile,1. FSV Mainz 05
3225,M. Karl,28,70,70,1821,Germany,1. FC Kaiserslautern
3226,F. Coltorti,33,70,70,1270,Switzerland,RB Leipzig
3227,Javi Castellano,26,70,70,1674,Spain,UD Las Palmas
3228,M. Mahlangu,25,70,73,1968,South Africa,Atiker Konyaspor
3229,Santi Mina,18,70,81,1721,Spain,RC Celta
3230,M. Correia,25,70,72,1669,Portugal,Eintracht Braunschweig
3231,D. Lanzafame,27,70,71,1743,Italy,Perugia
3232,J. Sala,22,70,77,1933,Italy,Hellas Verona
3233,J. Sala,22,70,77,1933,Italy,Hellas Verona
3234,M. Fatau,21,70,76,1684,Ghana,Rayo Vallecano
3235,S. Tkachev,25,70,72,1725,Russia,Kuban Krasnodar
3236,D. Selke,19,70,82,1653,Germany,SV Werder Bremen
3237,J. Henry,25,70,73,1817,England,Wolverhampton Wanderers
3238,Zainadine Júnior,26,70,71,1773,Mozambique,CD Nacional
3239,R. Özcan,30,70,70,1309,Austria,FC Ingolstadt 04
3240,E. Güral,25,70,71,1552,Turkey,Eskişehirspor
3241,J. Gonzáles,18,70,79,1729,Ecuador,Leones Negros de la UdeG
3242,G. Tzavellas,26,70,72,1923,Greece,PAOK
3243,I. Bubnjić,21,70,76,1460,Croatia,Udinese
3244,K. Wilson,28,70,70,1569,England,Nottingham Forest
3245,B. Marshall,22,70,74,1732,England,Blackburn Rovers
3246,D. Ifrán,27,70,70,1761,Uruguay,CD Tenerife
3247,K. Davis,37,70,70,1329,England,Southampton
3248,V. Regini,23,70,75,1667,Italy,Sampdoria
3249,Jordi Masip,25,70,71,1355,Spain,FC Barcelona
3250,Nano,29,70,70,1982,Spain,Panathinaikos FC
3251,J. Rojas,21,70,77,1774,Paraguay,Gimnasia y Esgrima La Plata
3252,D. Bottinelli,27,70,70,1806,Argentina,Universidad Católica
3253,M. Ardemagni,27,70,70,1673,Italy,Perugia
3254,Trujillo,26,70,74,1531,Spain,UD Almería
3255,Josué,22,70,75,1579,Portugal,Vitória Guimarães
3256,A. Mariappa,27,70,70,1696,Jamaica,Crystal Palace
3257,D. De fauw,32,70,70,1845,Belgium,Club Brugge KV
3258,I. Sosa,27,70,70,1824,Argentina,U.N.A.M.
3259,A. Masiello,28,70,70,1681,Italy,Atalanta
3260,E. Makeev,24,70,75,1897,Russia,Spartak Moscow
3261,S. Kverkvelia,22,70,75,1524,Georgia,Rubin Kazan
3262,N. Gyömbér,21,70,77,1369,Slovakia,Catania
3263,Iván López,20,70,79,1851,Spain,Levante UD
3264,F. N'Sakala,23,70,73,1850,DR Congo,RSC Anderlecht
3265,I. Akın,30,70,70,1865,Turkey,Sivasspor
3266,V. Elm,28,70,70,1846,Sweden,Kalmar FF
3267,L. Castellazzi,38,70,70,1296,Italy,Torino
3268,J. Hušbauer,24,70,77,1936,Czech Republic,Cagliari
3269,Borja López,20,70,81,1491,Spain,Deportivo de La Coruña
3270,C. Marrugo,28,70,70,1863,Colombia,Independiente Medellín
3271,M. Diallo,28,70,70,1778,Senegal,En Avant de Guingamp
3272,M. Cuero,21,70,77,1765,Colombia,Club Atlético Banfield
3273,D. Whitehead,32,70,70,1998,England,Middlesbrough
3274,S. Terodde,26,70,73,1651,Germany,VfL Bochum 1848
3275,J. Karacan,25,70,73,1928,Turkey,Reading
3277,Sastre,28,70,70,1872,Spain,Real Valladolid CF
3278,Tiago Pinto,26,70,72,1932,Portugal,Rio Ave FC
3279,C. Gruezo,19,70,78,1764,Ecuador,VfB Stuttgart
3280,W. Samuel,36,70,70,1511,Argentina,FC Basel 1893
3281,D. Villalva,21,70,73,1861,Argentina,Tiburones Rojos de Veracruz
3282,Maurício,25,70,74,2027,Brazil,Terek Grozny
3283,Escudero,24,70,75,1936,Spain,Getafe CF
3284,A. Traoré,26,70,73,1860,Mali,FC Girondins de Bordeaux
3285,D. Foulquier,21,70,79,1828,France,Granada CF
3286,S. Missiroli,28,70,70,1852,Italy,Sassuolo
3287,T. Sørensen,38,70,70,1298,Denmark,Stoke City
3288,Mauro,23,70,74,1826,Brazil,SC Braga
3290,E. Mas,25,70,74,1909,Argentina,San Lorenzo de Almagro
3291,E. Cascione,30,70,70,1905,Italy,Cesena
3292,J. Kodjia,24,70,75,1674,Ivory Coast,Angers SCO
3293,S. Bolat,25,70,72,1296,Turkey,Galatasaray SK
3294,S. Bolat,25,70,72,1296,Turkey,Galatasaray SK
3295,R. Loé,25,70,74,1551,Cameroon,CA Osasuna
3296,C. Biraghi,21,70,78,1860,Italy,Chievo Verona
3297,M. Bizot,23,70,73,1300,Netherlands,KRC Genk
3298,A. Biyogo Poko,21,70,73,1862,Gabon,FC Girondins de Bordeaux
3299,G. Lorenzetti,29,70,70,1883,Argentina,Universidad de Chile
3300,L. Castellanos,30,70,70,1304,Colombia,Independiente Santa Fe
3301,O. Romero,21,70,78,1748,Paraguay,Racing Club
3302,M. Al Shalhoub,33,70,70,1793,Saudi Arabia,Al Hilal
3303,H. Kaldırım,24,70,75,1758,Turkey,Fenerbahçe SK
3304,N. Pozzi,28,70,70,1695,Italy,Chievo Verona
3305,J. Perch,28,70,70,1767,England,Wigan Athletic
3306,K. Nababkin,27,70,70,1768,Russia,PFC CSKA Moscow
3307,S. Kariri,33,70,70,1894,Saudi Arabia,Al Hilal
3308,C. Itandje,31,70,70,1248,Cameroon,PAOK
3309,L. McGugan,25,70,72,1927,England,Sheffield Wednesday
3310,A. Wisdom,21,70,77,1677,England,West Bromwich Albion
3311,F. Bernardeschi,20,70,80,1659,Italy,Fiorentina
3312,W. Hahn,22,70,78,1347,Netherlands,PEC Zwolle
