,Name,Age,Overall,Potential,Special,Nationality,Club
1767,Gonçalo,26,73,76,1855,Portugal,Estoril Praia
1768,L. Vietto,19,73,85,1961,Argentina,Racing Club
1769,L. Vietto,19,73,85,1961,Argentina,Racing Club
1770,D. Congré,28,73,73,1616,France,Montpellier HSC
1771,M. Rensing,29,73,73,1320,Germany,Fortuna Düsseldorf
1772,P. Diawara,25,73,80,1784,Senegal,Levante UD
1773,Paulo Victor,26,73,76,1254,Brazil,Flamengo
1774,O. García,28,73,73,1945,Honduras,Houston Dynamo
1775,Guilherme,22,73,81,1972,Brazil,Corinthians
1776,Bressan,20,73,77,1605,Brazil,Grêmio
1777,U. Spajić,20,73,77,1736,Serbia,Toulouse Football Club
1778,L. Desábato,34,73,73,1495,Argentina,Estudiantes de La Plata
1779,J. Marveaux,30,73,73,1831,France,Montpellier HSC
1780,E. Cardona,20,73,78,1883,Colombia,Atlético Nacional
1781,Corrêa,32,73,73,2025,Brazil,Portuguesa de Desportos
1782,D. Abdoun,27,73,74,1886,Algeria,Nottingham Forest
1783,G. Schennikov,22,73,79,1924,Russia,PFC CSKA Moscow
1784,C. Austin,23,73,77,1741,England,Queens Park Rangers
1785,A. Rabiot,18,73,83,1920,France,Paris Saint-Germain
1786,P. Mamaev,24,73,81,1980,Russia,FC Krasnodar
1787,J. McClean,24,73,77,1983,Republic of Ireland,Wigan Athletic
1788,Sammir,26,73,77,1764,Croatia,Getafe CF
1789,C. Clark,23,73,79,1824,Republic of Ireland,Aston Villa
1790,N. Bungert,26,73,76,1739,Germany,1. FSV Mainz 05
1791,Fabinho,19,73,80,1838,Brazil,AS Monaco
1792,A. Wolf,31,73,73,1621,Germany,AS Monaco
1793,Barkero,34,73,73,1902,Spain,Real Zaragoza
1794,A. Gamberini,31,73,73,1686,Italy,Genoa
1795,V. Fayzulin,27,73,75,1841,Russia,Zenit St. Petersburg
1796,G. Zusi,26,73,75,1988,United States,Sporting Kansas City
1797,S. Widmer,20,73,80,1968,Switzerland,Udinese
1798,A. Bukharov,28,73,73,1784,Russia,FC Anzhi Makhachkala
1799,S. Tiéné,31,73,73,1951,Ivory Coast,Montpellier HSC
1800,J. Aquino,23,73,80,1825,Mexico,Villarreal CF
1801,E. Dier,19,73,82,1869,England,Sporting CP
1802,Esteban,38,73,73,1336,Spain,UD Almería
1803,B. Dramé,27,73,73,1971,Senegal,Chievo Verona
1804,M. Rosenberg,30,73,73,1811,Sweden,Malmö FF
1805,Emerson,34,73,73,1831,Brazil,Botafogo
1806,L. Caldirola,22,73,80,1783,Italy,SV Werder Bremen
1807,K. Haggui,29,73,74,1605,Tunisia,VfB Stuttgart
1808,O. Gonzalez,24,73,77,1625,United States,LA Galaxy
1809,J. Vestergaard,20,73,78,1556,Denmark,TSG 1899 Hoffenheim
1810,L. Bittencourt,19,73,81,1950,Germany,Hannover 96
1811,Amaral,26,73,75,1869,Brazil,Goiás
1812,N. López,19,73,84,1767,Uruguay,Udinese
1813,D. Guthrie,26,73,74,1974,England,Reading
1814,D. Chygrynskyi,26,73,77,1685,Ukraine,Shakhtar Donetsk
1815,P. Nilsson,30,73,73,1526,Sweden,1. FC Nürnberg
1816,T. Elyounoussi,25,73,77,1894,Norway,TSG 1899 Hoffenheim
1817,A. Büttner,24,73,77,2067,Netherlands,Manchester United
1818,P. Yakovlev,22,73,80,1896,Russia,Spartak Moscow
1819,C. Pellerano,31,73,73,2011,Argentina,Club Tijuana
1820,Jaime,32,73,73,1302,Spain,Real Valladolid CF
1821,G. Curci,27,73,74,1319,Italy,Bologna
1822,M. Melikson,28,73,73,1767,Israel,Valenciennes FC
1823,C. Saucedo,31,73,74,1265,Mexico,Club Tijuana
1824,Miguel Vítor,24,73,77,1659,Portugal,PAOK
1825,J. Elmander,32,73,73,1831,Sweden,Norwich City
1826,A. Eremenko,30,73,73,1817,Finland,Kilmarnock
1827,Sinha,37,73,73,1859,Mexico,Deportivo Toluca
1828,P. Baysse,25,73,76,1822,France,AS Saint-Étienne
1829,F. Ayité,24,73,76,1730,Togo,Stade de Reims
1830,F. Ayité,24,73,76,1730,Togo,Stade de Reims
1831,G. Sakai,22,73,78,1908,Japan,VfB Stuttgart
1832,A. Allione,18,73,79,1810,Argentina,Vélez Sarsfield
1833,B. Wright-Phillips,28,73,73,1789,England,New York Red Bulls
1834,R. Rosales,24,73,76,1988,Venezuela,FC Twente
1835,E. Berisha,24,73,80,1264,Albania,Lazio
1836,M. Bruno,19,73,83,1862,Belgium,RSC Anderlecht
1837,E. Soto,32,73,73,2013,Colombia,1. FSV Mainz 05
1838,M. Izco,30,73,73,1993,Argentina,Catania
1839,P. Aguilar,27,73,75,1993,Mexico,Club América
1840,R. Lamah,25,73,73,1971,Belgium,Swansea City
1841,F. Rinaudo,26,73,76,1993,Argentina,Catania
1842,Luis Ricardo,29,73,73,1963,Brazil,São Paulo
1843,G. Agbonlahor,26,73,73,1871,England,Aston Villa
1844,H. Rodallega,27,73,73,1880,Colombia,Fulham
1845,N. Dirar,27,73,75,1813,Morocco,AS Monaco
1846,J. Rosenthal,27,73,73,1921,Germany,Eintracht Frankfurt
1847,André Gomes,19,73,82,1905,Portugal,SL Benfica
1848,Nélson Oliveira,21,73,83,1840,Portugal,Stade Rennais FC
1849,N. Zimling,28,73,75,2032,Denmark,1. FSV Mainz 05
1850,A. Henríquez,19,73,83,1744,Chile,Real Zaragoza
1851,M. Cabrera,27,73,78,1856,Uruguay,Cagliari
1852,M. García,28,73,73,1864,Argentina,San Jose Earthquakes
1853,A. Johnson,32,73,73,1887,England,Queens Park Rangers
1854,Derley,25,73,77,1772,Brazil,Clube Sport Marítimo
1855,A. Costa,27,73,75,1737,Italy,Sampdoria
1856,D. Rose,22,73,78,1976,England,Tottenham Hotspur
1857,J. Ayew,21,73,78,1854,Ghana,FC Sochaux-Montbéliard
1858,T. Horn,20,73,79,1317,Germany,1. FC Köln
1859,T. Manfredini,33,73,73,1652,Italy,Sassuolo
1860,B. Martins Indi,21,73,77,1766,Netherlands,Feyenoord
1861,S. Marveaux,27,73,74,1961,France,Newcastle United
1862,C. Obasi,27,73,76,1856,Nigeria,FC Schalke 04
1863,J. Howson,25,73,78,1901,England,Norwich City
1864,J. Van Damme,29,73,73,2018,Belgium,Standard de Liège
1865,L. Greco,26,73,76,1973,Italy,Livorno
1866,S. Viera,30,73,73,1271,Uruguay,Junior FC
1867,D. Simpson,26,73,74,1847,England,Queens Park Rangers
1868,Cleber Santana,32,73,73,1967,Brazil,Flamengo
1869,Z. Gera,34,73,73,1888,Hungary,West Bromwich Albion
1870,Ilori,20,73,81,1615,Portugal,Granada CF
1871,E. Rivière,23,73,76,1774,France,AS Monaco
1872,T. Bifouma,21,73,78,1780,France,West Bromwich Albion
1873,J. Dos Santos,23,73,82,1912,Mexico,FC Barcelona
1874,V. Bessat,27,73,74,1837,France,FC Nantes
1875,J. Okore,20,73,82,1669,Denmark,Aston Villa
1876,L. Deaux,24,73,76,1823,France,FC Nantes
1877,E. Bičakčić,23,73,77,1596,Bosnia Herzegovina,Eintracht Braunschweig
1878,J. Veltman,21,73,79,1764,Netherlands,Ajax
1879,M. González,33,73,73,1519,Chile,Unión Española
1880,M. Victorino,30,73,73,1861,Uruguay,Palmeiras
1881,D. Pröpper,21,73,78,1913,Netherlands,Vitesse
1882,T. Weis,27,73,75,1949,Germany,Eintracht Frankfurt
1883,H. Maduro,28,73,76,1744,Netherlands,PAOK
1884,S. Oliseh,23,73,79,1844,Liberia,PAOK
1885,K. Rekik,18,73,83,1698,Netherlands,PSV
1886,Emerson,32,73,73,1843,Brazil,Livorno
1887,Iriney,32,73,73,1913,Brazil,RCD Mallorca
1888,A. Rüdiger,20,73,82,1742,Germany,VfB Stuttgart
1889,Zé Eduardo,25,73,78,1804,Brazil,Coritiba
1890,M. Diamé,26,73,77,2047,Senegal,West Ham United
1891,M. Diamé,26,73,77,2047,Senegal,West Ham United
1892,A. Ionov,24,73,78,1808,Russia,Dinamo Moscow
1893,F. Daems,34,73,73,1795,Belgium,Borussia Mönchengladbach
1894,C. Quintero,25,73,75,1842,Colombia,Santos Laguna
1896,G. Fofana,22,73,80,1957,France,Olympique Lyonnais
1897,E. Torres,20,73,78,1849,Mexico,Chivas USA
1898,M. Jiránek,34,73,73,1854,Czech Republic,FC Tom Tomsk
1899,M. Layún,25,73,75,2068,Mexico,Club América
1900,P. Hernández,26,73,73,1805,Chile,CD O'Higgins
1901,Adilson,26,73,76,1780,Brazil,Terek Grozny
1902,André,22,73,79,1725,Brazil,Atlético Mineiro
1903,L. Antonelli,26,73,78,1942,Italy,Genoa
1904,G. Marchese,28,73,74,1895,Italy,Genoa
1905,A. Sestu,29,73,73,1821,Italy,Sampdoria
1906,V. Eysseric,21,73,77,1819,France,OGC Nice
1907,I. Ezekiel,19,73,83,1849,Nigeria,Standard de Liège
1908,A. Hahn,22,73,77,1935,Germany,FC Augsburg
1909,A. Shunin,26,73,77,1277,Russia,Dinamo Moscow
1910,Juan Cala,23,73,76,1872,Spain,Cardiff City
1911,E. Alvarado,24,73,77,1323,Costa Rica,AZ Alkmaar
1912,Diego Barcelos,28,73,73,1905,Brazil,CD Nacional
1913,C. Galano,22,73,79,1851,Italy,Bari
1914,G. Donati,23,73,76,1822,Italy,Bayer 04 Leverkusen
1915,L. Melgarejo,22,73,80,2042,Paraguay,Kuban Krasnodar
1916,M. Ekici,23,73,78,1917,Turkey,SV Werder Bremen
1917,A. Nyom,25,73,76,1766,Cameroon,Granada CF
1918,Mario Rondón,27,73,77,1852,Venezuela,CD Nacional
1920,J. Murillo,21,73,77,1667,Colombia,Granada CF
1921,S. Squillaci,32,73,73,1517,France,Sporting Club de Bastia
1922,S. Khalifa,26,73,76,1837,Tunisia,Olympique de Marseille
1923,K. Rausch,23,73,77,2055,Germany,VfB Stuttgart
1924,A. Konradsen,22,73,77,2003,Norway,Stade Rennais FC
1925,L. Duarte,22,73,77,2053,Netherlands,Ajax
1926,M. Kightly,27,73,73,1801,England,Burnley
1927,S. Johansen,22,73,80,1889,Norway,Celtic
1928,F. Acerbi,24,73,79,1649,Italy,Sassuolo
1929,J. Morrison,27,73,74,1991,Scotland,West Bromwich Albion
1930,A. Kanibolotskyi,25,73,77,1251,Ukraine,Shakhtar Donetsk
1931,Kim Shin Wook,25,73,75,1776,Korea Republic,Ulsan Hyundai FC
1932,Kim Seung Gyu,22,73,82,1294,Korea Republic,Ulsan Hyundai FC
1933,S. Padoin,29,73,73,1970,Italy,Juventus
1934,Romaric,30,73,73,1955,Ivory Coast,Sporting Club de Bastia
1935,J. Bottinelli,28,73,73,1619,Argentina,Universidad Católica
1936,R. Taylor,28,73,73,2001,England,Newcastle United
1937,S. Floccari,31,73,73,1776,Italy,Sassuolo
1938,Élton,27,73,73,1772,Brazil,Al Nassr
1939,Alex López,25,73,77,1940,Spain,RC Celta
1940,R. van Rhijn,22,73,77,1954,Netherlands,Ajax
1941,Garrido,28,73,73,1952,Spain,Norwich City
1942,Danilo Avelar,24,73,78,1849,Brazil,Cagliari
1943,J. Guidetti,21,73,79,1817,Sweden,Stoke City
1944,Z. Boucher,21,73,76,1330,France,Toulouse Football Club
1946,Luíz Carlos,27,73,74,1987,Brazil,SC Braga
1947,A. Saborío,31,73,73,1872,Costa Rica,Real Salt Lake
1949,M. Meyer,17,73,86,1708,Germany,FC Schalke 04
1950,Álvaro,23,73,78,1712,Spain,Real Zaragoza
1953,K. Mbodji,23,73,76,1859,Senegal,KRC Genk
1954,Z. Camara,34,73,73,1648,France,Paris Saint-Germain
1955,Y. Al Qahtani,30,73,73,1885,Saudi Arabia,Al Hilal
1956,G. Rodríguez,29,73,73,1610,Uruguay,Torino
1957,M. Vydra,21,73,78,1803,Czech Republic,West Bromwich Albion
1959,J. Villar,36,73,73,1219,Paraguay,Colo-Colo
1960,T. Hibbert,32,73,73,1603,England,Everton
1961,Dentinho,24,73,78,1859,Brazil,Shakhtar Donetsk
1962,Maicon,27,73,76,1927,Brazil,São Paulo
1963,Jean,27,73,77,2075,Brazil,Fluminense
1964,I. Brizuela,22,73,76,1857,Mexico,Deportivo Toluca
1966,G. Cano,25,73,75,1720,Argentina,Independiente Medellín
1967,S. Ono,33,73,73,1927,Japan,Western Sydney Wanderers
1969,F. Pardo,22,73,78,1867,Colombia,SC Braga
1970,Rafael Marques,29,73,73,1609,Brazil,Hellas Verona
1971,D. Stockdale,27,73,73,1266,England,Fulham
1972,K. Sigþórsson,23,73,76,1842,Iceland,Ajax
1973,Salvador Agra,21,73,79,1729,Portugal,Associação Académica de Coimbra
1974,C. Poulsen,33,73,73,1812,Denmark,Ajax
1975,Jordi Figueras,26,73,76,1580,Spain,Real Betis
1976,Carlos Eduardo,23,73,78,1924,Brazil,FC Porto
1977,T. Simons,36,73,73,1838,Belgium,Club Brugge KV
1978,O. Sorlin,34,73,73,1995,France,Évian Thonon Gaillard FC
1979,R. Bengtsson,27,73,74,1653,Sweden,FC Twente
1980,W. Mendieta,24,73,75,1815,Paraguay,Palmeiras
1981,G. Sansone,26,73,76,1866,Italy,Sampdoria
1982,F. Giefer,23,73,80,1295,Germany,Fortuna Düsseldorf
1983,M. Amelia,31,73,73,1317,Italy,Milan
1984,Cejudo,29,73,73,1828,Spain,CA Osasuna
1985,A. Januzaj,18,73,87,1687,Belgium,Manchester United
1987,Michel,27,73,73,1925,Spain,Getafe CF
1988,T. De Sutter,27,73,73,1807,Belgium,Club Brugge KV
1989,Duda,33,73,73,1964,Portugal,Málaga CF
1990,Lolo,28,73,73,1871,Spain,CA Osasuna
1991,T. Werner,27,73,73,1906,Germany,FC Augsburg
1992,D. Diekmeier,23,73,77,1919,Germany,Hamburger SV
1993,G. Burdisso,24,73,77,1616,Argentina,Galatasaray SK
1994,E. Can,19,73,83,1971,Germany,Bayer 04 Leverkusen
1995,I. Fideleff,23,73,77,1605,Argentina,Club Atlético Tigre
1996,J. Herrera,32,73,73,1344,Chile,Universidad de Chile
1997,Rafael Tolói,22,73,79,1760,Brazil,Roma
1998,A. Madlung,30,73,73,1484,Germany,Eintracht Frankfurt
1999,C. Marica,27,73,73,1749,Romania,Getafe CF
2000,S. Pouplin,28,73,73,1312,France,FC Sochaux-Montbéliard
2001,Marcano,27,73,77,1792,Spain,Olympiacos CFP
2002,A. Pilkington,25,73,76,1891,Republic of Ireland,Norwich City
2003,C. Zaccardo,31,73,73,1748,Italy,Milan
2004,J. Woodgate,33,73,73,1605,England,Middlesbrough
2005,Rafael Miranda,28,73,73,1876,Brazil,Bahia
2006,P. Mpoku,21,73,80,1929,Belgium,Standard de Liège
2007,Marcos Rocha,24,73,80,2012,Brazil,Atlético Mineiro
2008,A. Jali,23,73,80,1907,South Africa,KV Oostende
2009,Antônio Carlos,30,73,73,1717,Brazil,São Paulo
2010,S. Ninis,23,73,81,1821,Greece,PAOK
2011,T. Doubaï,24,73,76,1930,Ivory Coast,FC Sochaux-Montbéliard
2012,B. Koné,25,73,77,1677,Burkina Faso,Olympique Lyonnais
2013,B. Koné,25,73,77,1677,Burkina Faso,Olympique Lyonnais
2014,Nacho,24,73,76,1964,Spain,Rayo Vallecano
2015,B. Johnson,26,73,74,2027,England,Norwich City
2016,I. Abaev,31,73,73,1324,Russia,Lokomotiv Moscow
2017,C. Fritz,32,73,73,1998,Germany,SV Werder Bremen
2018,M. Lacen,29,73,73,1990,Algeria,Getafe CF
2019,H. Vanaken,20,73,81,1763,Belgium,Sporting Lokeren
2020,Jorge Wagner,34,73,73,1964,Brazil,Botafogo
2021,D. Dainelli,34,73,73,1475,Italy,Chievo Verona
2022,D. Buonanotte,25,73,81,1780,Argentina,Granada CF
2023,Licá,24,73,77,1901,Portugal,FC Porto
2024,A. Weimann,21,73,79,1787,Austria,Aston Villa
2025,F. Cubero,34,73,73,1921,Argentina,Vélez Sarsfield
2026,I. Emeghara,24,73,80,1754,Switzerland,Livorno
2027,C. Valdés,28,73,73,1658,Colombia,Philadelphia Union
2028,J. Gutiérrez,29,73,73,1975,Argentina,Norwich City
2029,V. Figueroa,29,73,73,1922,Argentina,Newell's Old Boys
2030,G. Fernandes,26,73,74,1950,Switzerland,SC Freiburg
2031,S. Malbranque,33,73,73,1906,France,Olympique Lyonnais
2032,G. Whelan,29,73,73,1981,Republic of Ireland,Stoke City
2033,Wesley,26,73,78,2055,Brazil,Palmeiras
2034,V. Roberge,26,73,74,1665,France,Sunderland
2035,J. Callsen-Bracker,28,73,73,1678,Germany,FC Augsburg
2036,D. Wass,24,73,77,1995,Denmark,Évian Thonon Gaillard FC
2037,J. Tomkins,24,73,77,1587,England,West Ham United
2038,Sami,24,73,78,1818,Guinea Bissau,Clube Sport Marítimo
2039,M. Rybus,23,73,80,1847,Poland,Terek Grozny
2040,F. Orellana,27,73,75,1844,Chile,RC Celta
2041,Sérgio Pinto,32,73,73,2083,Portugal,Levante UD
2042,M. Santana,31,73,73,1855,Argentina,SC Olhanense
2043,L. Ciman,27,73,73,1845,Belgium,Standard de Liège
2044,L. Bridcutt,24,73,78,1883,Scotland,Sunderland
2045,R. Hilbert,28,73,73,1935,Germany,Bayer 04 Leverkusen
2046,F. Brienza,34,73,73,1847,Italy,Atalanta
2047,A. Manninger,36,73,73,1293,Austria,FC Augsburg
2048,Taddei,33,73,73,2037,Brazil,Roma
2049,Juninho,30,73,73,1958,Brazil,Tigres U.A.N.L.
2051,Léo Moura,34,73,73,2071,Brazil,Flamengo
2052,Carles Gil,20,73,82,1758,Spain,Elche CF
2053,M. Mujdža,29,73,73,1899,Bosnia Herzegovina,SC Freiburg
2054,Álvaro Rubio,34,73,73,1857,Spain,Real Valladolid CF
2055,S. Allagui,27,73,75,1872,Tunisia,Hertha BSC
2056,Paulo Oliveira,21,73,81,1561,Portugal,Vitória Guimarães
2057,A. Reyna,28,73,73,1933,Mexico,Tiburones Rojos de Veracruz
2058,Matuzalém,33,73,73,1979,Brazil,Genoa
2059,R. Beerens,25,73,75,1794,Netherlands,AZ Alkmaar
2060,M. Delpierre,32,73,73,1595,France,FC Utrecht
2061,Xumetra,27,73,75,1912,Spain,Levante UD
2062,O. Sánchez,39,73,73,1392,Mexico,Santos Laguna
2063,C. Mavinga,22,73,76,1789,France,Rubin Kazan
2064,G. Tremmel,34,73,73,1287,Germany,Swansea City
2065,Kwak Tae Hwi,31,72,72,1807,Korea Republic,Al Hilal
2066,E. Andía,20,72,83,1646,Chile,Universidad Católica
2067,Pinto,37,72,72,1320,Spain,FC Barcelona
2068,Dinei,29,72,72,1660,Brazil,Vitória
2070,M. Maïga,25,72,74,1772,Mali,Queens Park Rangers
2071,M. Candelo,36,72,72,1787,Colombia,Millonarios FC
2072,N. Blandi,23,72,77,1760,Argentina,San Lorenzo de Almagro
2073,Nélson,30,72,72,1904,Portugal,UD Almería
2074,Nélson,30,72,72,1904,Portugal,UD Almería
2075,A. Acquah,21,72,80,1948,Ghana,Parma
2076,J. Medina,29,72,72,2063,Mexico,Club América
2077,B. Parker,27,72,72,1832,South Africa,Kaizer Chiefs
2078,M. Krohn-Dehli,30,72,72,1944,Denmark,RC Celta
2079,A. Bogdán,25,72,77,1279,Hungary,Bolton Wanderers
2080,V. Kadlec,21,72,78,1779,Czech Republic,Eintracht Frankfurt
2081,K. Katsouranis,34,72,72,1944,Greece,PAOK
2082,N. Bareiro,25,72,77,1549,Paraguay,Junior FC
2083,H. Mier,23,72,80,1796,Mexico,Monterrey
2084,R. Koren,32,72,72,1940,Slovenia,Hull City
2085,De las Cuevas,27,72,75,1803,Spain,CA Osasuna
2086,L. Refaelov,27,72,73,1750,Israel,Club Brugge KV
2087,W. Buckley,23,72,76,1744,England,Brighton & Hove Albion
2088,L. Vilsvik,24,72,75,2011,Norway,Strømsgodset IF
2089,S. Marchal,33,72,72,1581,France,FC Metz
2090,M. Pavone,31,72,72,1774,Argentina,Cruz Azul
2091,E. Mulder,24,72,74,1299,Netherlands,Feyenoord
2092,G. Hoarau,29,72,72,1784,France,FC Girondins de Bordeaux
2093,Steven Vitória,26,72,75,1699,Portugal,SL Benfica
2094,P. Migliore,31,72,72,1316,Argentina,Argentinos Juniors
2095,F. Pisano,27,72,76,1867,Italy,Cagliari
2096,M. Maccarone,33,72,72,1773,Italy,Empoli
2097,M. Lehmann,30,72,72,2007,Germany,1. FC Köln
2098,L. Koné,24,72,75,1617,Ivory Coast,FC Lorient
2099,G. Bellusci,23,72,76,1578,Italy,Catania
2100,C. Kirkland,32,72,72,1253,England,Sheffield Wednesday
2101,J. Pinola,30,72,72,1886,Argentina,1. FC Nürnberg
2102,M. Rolle,28,72,72,1847,Argentina,Arsenal de Sarandí
2103,M. Vejinović,23,72,76,1957,Netherlands,Vitesse
2104,A. Lukimya,27,72,74,1591,DR Congo,SV Werder Bremen
2105,V. Nogueira,25,72,75,1903,France,Philadelphia Union
2106,L. Siligardi,25,72,75,1780,Italy,Livorno
2107,K. Mphela,28,72,72,1833,South Africa,Kaizer Chiefs
2108,C. Djakpa,26,72,73,1978,Ivory Coast,Eintracht Frankfurt
2109,Rafael Martins,24,72,76,1871,Brazil,Vitória de Setúbal
2110,Luan,22,72,78,1815,Brazil,Atlético Mineiro
2111,Carlos Cuéllar,31,72,72,1515,Spain,Sunderland
2112,S. Roudet,32,72,72,1881,France,FC Sochaux-Montbéliard
2113,M. Alustiza,29,72,72,1804,Argentina,Puebla FC
2114,Souza,25,72,76,2009,Brazil,Cruzeiro
2115,F. Fajr,24,72,75,1865,France,Stade Malherbe Caen
2116,A. Elmohamady,25,72,75,2001,Egypt,Hull City
2117,V. Sarı,24,72,77,1868,Turkey,Galatasaray SK
2118,D. Pérez,33,72,72,1909,Uruguay,Bologna
2119,Denilson,25,72,77,1952,Brazil,São Paulo
2120,Welliton,26,72,76,1840,Brazil,RC Celta
2121,P. Bargfrede,24,72,75,1910,Germany,SV Werder Bremen
2122,Ryan Mendes,23,72,76,1705,Cape Verde,LOSC Lille
2123,D. Nugent,28,72,72,1772,England,Leicester City
2124,Edu Albacar,33,72,72,2022,Spain,Elche CF
2125,David López,23,72,78,1852,Spain,RCD Espanyol
2126,N. Cardozo,26,72,76,1911,Argentina,Monterrey
2127,M. Andújar,29,72,72,1286,Argentina,Catania
2128,Cicinho,26,72,76,1951,Brazil,Sevilla FC
2129,C. Benschop,23,72,76,1785,Netherlands,Fortuna Düsseldorf
2130,Javi López,27,72,74,1889,Spain,RCD Espanyol
2131,J. Butland,20,72,85,1365,England,Stoke City
2132,Y. Pelé,30,72,72,1345,France,FC Sochaux-Montbéliard
2133,V. Avramov,34,72,72,1257,Serbia,Cagliari
2134,Juan Carlos,23,72,79,1860,Spain,Real Betis
2135,Juan Carlos,23,72,79,1860,Spain,Real Betis
2136,F. Rossi,22,72,79,1909,Italy,Real Valladolid CF
2137,A. Diarra,31,72,72,1843,France,West Ham United
2138,Léo Itaperuna,24,72,78,1745,Brazil,FC Sion
2139,J. Brison,30,72,72,1957,France,AS Saint-Étienne
2140,Joselu,23,72,75,1694,Spain,Eintracht Frankfurt
2141,M. Nordstrand,30,72,72,1809,Denmark,FC Nordsjælland
2142,S. Fernández,28,72,72,1763,Uruguay,Rayo Vallecano
2143,S. Pocognoli,25,72,76,1999,Belgium,Hannover 96
2144,T. Costa,28,72,72,1960,Argentina,Universidad Católica
2145,T. Arslan,22,72,78,1923,Germany,Hamburger SV
2146,G. Caldwell,31,72,72,1615,Scotland,Wigan Athletic
2147,G. Pegolo,32,72,72,1277,Italy,Sassuolo
2148,G. Lux,31,72,72,1328,Argentina,Deportivo de La Coruña
2149,M. Pazienza,30,72,72,1940,Italy,Bologna
2150,Lora,26,72,76,2024,Spain,Real Sporting de Gijón
2151,Aurtenetxe,21,72,78,1879,Spain,RC Celta
2152,S. Boenisch,26,72,74,1879,Poland,Bayer 04 Leverkusen
2153,G. Cameron,27,72,72,1962,United States,Stoke City
2154,G. Imbula,20,72,80,1827,France,Olympique de Marseille
2155,Luis Alberto,20,72,81,1682,Spain,Liverpool
2156,Kanu,29,72,72,1647,Brazil,Standard de Liège
2157,T. Cigerci,21,72,77,1980,Turkey,Hertha BSC
2158,O. Pérez,32,72,72,1918,Argentina,Independiente Santa Fe
2159,R. Espinoza,26,72,73,2001,Honduras,Wigan Athletic
2160,M. Risse,23,72,77,1919,Germany,1. FC Köln
2161,M. Boland,26,72,74,1955,Germany,Eintracht Braunschweig
2162,Ángel,32,72,72,1926,Spain,UD Las Palmas
2163,Alfaro,26,72,77,1830,Spain,RCD Mallorca
2164,V. Cáceres,28,72,75,1986,Paraguay,Flamengo
2165,Rubén,29,72,72,1342,Spain,Rayo Vallecano
2166,M. Silvestre,28,72,76,1736,Italy,Milan
2167,K. Aït-Fana,24,72,75,1726,Morocco,Montpellier HSC
2168,M. López,29,72,72,1747,Argentina,Sampdoria
2169,S. Kapino,19,72,80,1206,Greece,Panathinaikos FC
2170,B. Perea,20,72,82,1755,Colombia,Lazio
2171,V. Anichebe,25,72,75,1775,Nigeria,West Bromwich Albion
2172,Gabriel Silva,22,72,77,2006,Brazil,Udinese
2173,L. Ponzio,31,72,72,1990,Argentina,River Plate
2174,Marchena,33,72,72,1795,Spain,Deportivo de La Coruña
2175,F. Armani,26,72,74,1227,Argentina,Atlético Nacional
2176,Iago Falqué,23,72,81,1753,Spain,Rayo Vallecano
2177,M. Capuano,21,72,78,1667,Italy,Pescara
2178,B. Feilhaber,28,72,72,2007,United States,Sporting Kansas City
2179,Rafa,28,72,75,1693,Spain,Getafe CF
2180,T. Mykhalyk,29,72,72,1843,Ukraine,Lokomotiv Moscow
2181,Soriano,33,72,72,1819,Spain,UD Almería
2182,Gustavo Henrique,20,72,84,1529,Brazil,Santos
2183,W. Zaha,20,72,81,1758,England,Cardiff City
2184,L. Vangioni,26,72,74,1953,Argentina,River Plate
2185,A. Hughes,33,72,72,1545,Northern Ireland,Queens Park Rangers
2186,S. Romero,26,72,78,1328,Argentina,AS Monaco
2187,B. Myhill,30,72,72,1336,Wales,West Bromwich Albion
2188,Fagner,24,72,75,2040,Brazil,Corinthians
2189,J. Gorius,28,72,72,1961,France,KRC Genk
2190,G. Mujangi Bia,23,72,75,1854,Belgium,Standard de Liège
2191,K. Koulibaly,22,72,78,1521,France,KRC Genk
2192,S. Cristóforo,19,72,81,1866,Uruguay,Sevilla FC
2193,Raúl Rodríguez,25,72,77,1620,Spain,RCD Espanyol
2194,L. Castro,24,72,76,1920,Argentina,Catania
2195,J. Perbet,28,72,72,1622,France,Villarreal CF
2196,J. Perbet,28,72,72,1622,France,Villarreal CF
2197,H. Villalba,18,72,83,1891,Argentina,San Lorenzo de Almagro
2198,A. Luković,30,72,72,1895,Serbia,Zenit St. Petersburg
2199,B. Nuytinck,23,72,76,1648,Netherlands,RSC Anderlecht
2200,J. Vaughan,24,72,75,1829,England,Huddersfield Town
2201,A. Hernández,22,72,81,1794,Uruguay,Palermo
2202,Victor Vazquez,26,72,73,1691,Spain,Club Brugge KV
2203,O. Ahmedov,25,72,76,1971,Uzbekistan,FC Anzhi Makhachkala
2204,C. Erbes,23,72,76,1993,Argentina,Boca Juniors
2205,Kelvin,20,72,82,1750,Brazil,FC Porto
2206,J. Ledley,26,72,73,2015,Wales,Crystal Palace
2207,Júlio César,31,72,72,2021,Brazil,Botafogo
2208,Jeffrén,25,72,79,1862,Spain,Real Valladolid CF
2209,Vítor Silva,29,72,72,1950,Portugal,Sporting CP
2210,C. Jerome,26,72,73,1984,England,Crystal Palace
2211,Denis,26,72,76,1334,Brazil,São Paulo
2212,E. Muñoz,22,72,78,1536,Argentina,Palermo
2213,Junior Malanda,18,72,85,1889,Belgium,VfL Wolfsburg
2214,C. Molinaro,29,72,72,1911,Italy,Parma
