,Name,Age,Overall,Potential,Special,Nationality,Club
2462,T. Al Jassam,32,74,74,2038,Saudi Arabia,Al Ahli
2463,M. Heller,31,74,74,1798,Germany,FC Augsburg
2464,Adrianiscito,25,74,74,1044,Brazil,Fluminense
2465,J. Grealish,21,74,83,1736,England,Aston Villa
2466,D. Pelkas,23,74,78,1815,Greece,PAOK
2467,O. Onazi,24,74,77,2056,Nigeria,Trabzonspor
2468,C. Günter,24,74,75,1871,Germany,SC Freiburg
2469,C. Söyüncü,21,74,83,1704,Turkey,SC Freiburg
2470,T. Abraham,19,74,85,1678,England,Swansea City
2471,Adrián González,29,74,74,2008,Spain,Málaga CF
2472,B. Pearson,22,74,79,1856,England,Preston North End
2473,M. Mavraj,31,74,74,1519,Albania,Hamburger SV
2474,Bebé,26,74,74,1862,Portugal,Rayo Vallecano
2475,M. Vydra,25,74,77,1861,Czech Republic,Derby County
2476,Aday Benítez,29,74,74,1833,Spain,Girona FC
2477,M. Wagué,26,74,76,1491,Mali,Watford
2478,Carmona,29,74,74,1919,Spain,Real Sporting de Gijón
2479,Dentinho,28,74,74,1881,Brazil,Shakhtar Donetsk
2480,S. Gigot,23,74,79,1692,France,KAA Gent
2481,Wesley,20,74,82,1711,Brazil,Club Brugge KV
2482,I. Brizuela,26,74,74,1889,Mexico,Guadalajara
2483,L. Blas,19,74,83,1930,France,En Avant de Guingamp
2484,S. Kljestan,31,74,74,1985,United States,Orlando City SC
2485,R. Fraser,23,74,78,1839,Scotland,Bournemouth
2486,A. Delort,25,74,77,1828,France,Toulouse Football Club
2488,C. Maggio,35,74,74,2049,Italy,Napoli
2489,Salvador Agra,25,74,75,1871,Portugal,Granada CF
2490,M. Demir,25,74,76,1938,Turkey,Sivasspor
2491,A. del Valle,28,74,74,1813,Colombia,Millonarios FC
2492,J. Figal,23,74,80,1771,Argentina,Independiente
2493,R. Ibarra,26,74,74,1915,Ecuador,Club América
2494,L. Acosta,23,74,76,1835,Argentina,DC United
2495,Padilhisco,25,74,74,1890,Brazil,São Paulo
2496,O. Rivero,25,74,77,1708,Uruguay,Colo-Colo
2497,A. Bedoya,30,74,74,1963,United States,Philadelphia Union
2498,S. Tibbling,22,74,80,1870,Sweden,Brøndby IF
2499,D. McCarty,30,74,74,1906,United States,Chicago Fire
2500,J. Plata,25,74,74,1886,Ecuador,Real Salt Lake
2501,J. Plata,25,74,74,1886,Ecuador,Real Salt Lake
2502,M. Sau,29,74,74,1849,Italy,Cagliari
2503,J. Schieber,28,74,74,1751,Germany,Hertha BSC
2504,N. Sliti,24,74,76,1876,Tunisia,Dijon FCO
2505,Cejudo,33,74,74,1919,Spain,Western Sydney Wanderers
2506,M. Ødegaard,18,74,86,1737,Norway,SC Heerenveen
2507,N. Penneteau,36,74,74,1071,France,Sporting de Charleroi
2508,Z. Kuzmanović,29,74,74,1931,Serbia,Málaga CF
2509,F. Jara,28,74,74,1859,Argentina,Pachuca
2510,Gabrìel,24,74,79,1129,Brazil,Empoli
2511,M. Bakalorz,27,74,74,1968,Germany,Hannover 96
2512,O. Kucher,34,74,74,1753,Ukraine,Kayserispor
2513,D. Diekmeier,27,74,74,1829,Germany,Hamburger SV
2514,G. Burdisso,28,74,74,1568,Argentina,Club León
2516,F. Valverde,18,74,85,1753,Uruguay,Deportivo de La Coruña
2517,Pedraza,21,74,80,1880,Spain,Deportivo Alavés
2518,J. Herrera,36,74,74,1247,Chile,Universidad de Chile
2519,A. Tashaev,23,74,78,1783,Russia,Dinamo Moscow
2520,Cho Hyun Woo,25,74,76,1106,Korea Republic,Daegu FC
2521,K. Stöger,23,74,81,1801,Austria,VfL Bochum 1848
2522,Jesus Andradaldo,25,74,74,1919,Brazil,Cruzeiro
2523,K. McDonald,28,74,74,1883,Scotland,Fulham
2524,P. Mpoku,25,74,75,1968,DR Congo,Standard de Liège
2525,N. Isimat-Mirin,25,74,76,1589,France,PSV
2526,Mattheus Oliveira,22,74,80,1919,Brazil,Vitória Guimarães
2527,T. Klose,29,74,74,1514,Switzerland,Norwich City
2528,K. Frei,23,74,78,1895,Turkey,Medipol Başakşehir FK
2529,C. Taylor,23,74,78,1961,England,Burnley
2530,H. Saivet,26,74,74,2049,Senegal,Sivasspor
2531,M. Leckie,26,74,74,1849,Australia,Hertha BSC
2532,J. Ikoko,23,74,79,1773,DR Congo,En Avant de Guingamp
2533,F. Kamano,21,74,78,1813,Guinea,FC Girondins de Bordeaux
2534,C. Nkunku,19,74,82,1937,France,Paris Saint-Germain
2535,F. Uribe,29,74,74,1760,Colombia,Deportivo Toluca
2536,O. Ivanov,30,74,74,1952,Russia,Terek Grozny
2537,Renan Ribeiro,27,74,75,1109,Brazil,Estoril Praia
2538,H. Lindner,26,74,77,1062,Austria,Grasshopper Club Zürich
2539,Oier,31,74,74,1937,Spain,CA Osasuna
2540,A. Ricaurte,25,74,77,1900,Colombia,Independiente Medellín
2541,Ángel,30,74,74,1761,Spain,Getafe CF
2542,J. Ferri,25,74,75,1988,France,Olympique Lyonnais
2543,D. Jensen,25,74,77,1172,Denmark,FC Utrecht
2544,J. Ibe,21,74,79,1831,England,Bournemouth
2545,Pelé,25,74,75,1946,Guinea Bissau,Rio Ave FC
2546,M. Jensen,29,74,74,2037,Denmark,Rosenborg BK
2547,M. Kelly,27,74,75,1747,England,Crystal Palace
2548,J. Gutiérrez,33,74,74,1979,Argentina,Independiente
2549,M. Leye,34,74,74,1875,Senegal,KAS Eupen
2550,K. Naughton,28,74,74,1851,England,Swansea City
2551,E. Barco,18,74,89,1735,Argentina,Atlanta United
2552,Isaac Becerra,29,74,75,1284,Spain,Real Valladolid CF
2553,R. Kishna,22,74,78,1714,Netherlands,ADO Den Haag
2554,O. Colley,24,74,78,1603,Gambia,KRC Genk
2555,B. Alemán,27,74,74,2005,Uruguay,Gimnasia y Esgrima La Plata
2556,P. Retsos,18,74,85,1660,Greece,Bayer 04 Leverkusen
2557,I. Köybaşı,27,74,74,2017,Turkey,Fenerbahçe SK
2558,Juan Villar,29,74,74,1897,Spain,CD Tenerife
2559,K. Waston,29,74,74,1487,Costa Rica,Vancouver Whitecaps FC
2560,L. Grant,34,74,74,1300,England,Stoke City
2561,G. Jara,31,74,74,1811,Chile,Universidad de Chile
2562,G. Jara,31,74,74,1811,Chile,Universidad de Chile
2563,T. Ben Haim,27,74,74,1779,Israel,Sparta Praha
2564,J. Barroso,32,74,74,1809,Argentina,Colo-Colo
2565,De la Bella,31,74,74,1864,Spain,Real Sociedad
2566,R. Cohade,32,74,74,1987,France,FC Metz
2567,L. Pocrnjic,35,74,74,1008,Argentina,Newell's Old Boys
2568,Renato Neto,25,74,76,1977,Brazil,KAA Gent
2569,N. Stanciu,24,74,77,1883,Romania,Sparta Praha
2570,L. Jović,19,74,83,1746,Serbia,Eintracht Frankfurt
2571,R. Cota,29,74,74,1229,Mexico,Guadalajara
2572,Sebá,25,74,76,1972,Brazil,Olympiacos CFP
2573,A. Rebrov,33,74,74,1123,Russia,Spartak Moscow
2574,M. Simon,21,74,81,1842,Nigeria,KAA Gent
2575,Bruno Gama,29,74,74,1886,Portugal,AD Alcorcón
2576,C. Luyindama,23,74,80,1609,DR Congo,Standard de Liège
2577,A. Yusupov,27,74,74,1913,Russia,FC Rostov
2578,Luna,26,74,75,1924,Spain,Levante UD
2579,Édundo Oliveira,25,74,74,1701,Brazil,Atlético Mineiro
2580,C. Awaziem,20,74,81,1629,Nigeria,FC Nantes
2581,David Simón,27,74,74,1841,Spain,UD Las Palmas
2582,M. Cornet,20,74,80,1893,Ivory Coast,Olympique Lyonnais
2583,M. Compper,32,74,74,1652,Germany,Celtic
2584,Djalma,30,74,74,1901,Angola,PAOK
2585,A. Ragusa,27,74,74,1834,Italy,Sassuolo
2586,A. Gomis,23,74,82,1183,Senegal,SPAL
2587,Y. Benalouane,30,74,74,1747,Tunisia,Leicester City
2588,B. Mensah,22,74,81,1897,Ghana,Kasimpaşa SK
2589,D. Padelli,31,74,74,1038,Italy,Inter
2590,T. Serero,27,74,74,1866,South Africa,Vitesse
2591,F. Bardi,25,74,75,1121,Italy,Frosinone
2592,B. Douglas,27,74,74,2023,Scotland,Wolverhampton Wanderers
2593,S. Johnstone,24,74,80,1189,England,Aston Villa
2594,Carlos Martínez,31,74,74,1782,Spain,Real Sociedad
2595,Sergio Sánchez,31,74,74,1789,Spain,RCD Espanyol
2596,P. Nakoulma,30,74,74,1845,Burkina Faso,FC Nantes
2597,V. García,23,74,79,1829,Venezuela,Vitória Guimarães
2598,Enaldo Toxeto,29,74,74,1816,Brazil,Palmeiras
2599,Elustondo,30,74,74,2025,Spain,Rayo Vallecano
2600,Camilo,28,74,74,1902,Brazil,Querétaro
2601,J. Schmid,27,74,74,2005,France,FC Augsburg
2602,Moi Gómez,23,74,79,1871,Spain,SD Huesca
2603,M. Holgate,20,73,82,1752,England,Everton
2604,Pablo Santos,25,73,76,1512,Brazil,Clube Sport Marítimo
2605,C. Alemán,21,73,81,1752,Ecuador,Estudiantes de La Plata
2606,S. Wuytens,27,73,73,1992,Belgium,AZ Alkmaar
2607,S. Berahino,23,73,78,1741,England,Stoke City
2608,R. Tapia,21,73,78,2003,Peru,Feyenoord
2609,O. Watkins,21,73,84,1808,England,Brentford
2610,B. Dabo,25,73,76,2019,Burkina Faso,Fiorentina
2611,André Martins,27,73,73,1934,Portugal,Olympiacos CFP
2612,M. Mohammadi,23,73,80,1902,Iran,Terek Grozny
2613,Laure,32,73,73,1814,Spain,AD Alcorcón
2614,N. Karelis,25,73,76,1824,Greece,KRC Genk
2615,Vesga,24,73,78,1796,Spain,Athletic Club de Bilbao
2616,Alex Bergantiños,32,73,73,1807,Spain,Real Sporting de Gijón
2617,D. Yurchenko,31,73,73,1188,Russia,FC Tosno
2619,Gabriel Boschilia,21,73,80,1800,Brazil,AS Monaco
2620,Saborit,25,73,76,1833,Spain,Athletic Club de Bilbao
2621,J. Drobný,37,73,73,1053,Czech Republic,SV Werder Bremen
2622,Mikel Gonzalez,31,73,73,1566,Spain,Real Zaragoza
2623,Mikel Gonzalez,31,73,73,1566,Spain,Real Zaragoza
2624,A. Acquah,25,73,74,2010,Ghana,Torino
2625,S. Palitsevich,27,73,73,1661,Belarus,Gençlerbirliği SK
2626,K. Omeruo,23,73,80,1628,Nigeria,Kasimpaşa SK
2627,G. Letizia,27,73,74,1827,Italy,Benevento
2628,G. Bettini,24,73,78,1759,Argentina,Club Atlético Banfield
2629,J. Vossen,28,73,73,1915,Belgium,Club Brugge KV
2630,J. Mojica,24,73,76,1981,Colombia,Girona FC
2631,M. Pasqual,35,73,73,1972,Italy,Empoli
2632,Brenito Duarte,33,73,73,1782,Brazil,Fluminense
2633,Carlos Ponck,22,73,78,1720,Cape Verde,CD Aves
2634,O. Ustari,30,73,73,1272,Argentina,Club Atlas
2635,P. Kasami,25,73,75,1918,Switzerland,FC Sion
2636,M. Zaldivia,26,73,75,1721,Argentina,Colo-Colo
2637,M. Miazga,21,73,80,1522,United States,Vitesse
2638,P. Gerkens,22,73,78,1912,Belgium,RSC Anderlecht
2639,L. Refaelov,31,73,73,1771,Israel,Club Brugge KV
2640,S. Rybalka,27,73,74,1884,Ukraine,Sivasspor
2641,S. Sam,29,73,73,1878,Germany,VfL Bochum 1848
2642,A. Di Gaudio,27,73,73,1693,Italy,Parma
2643,N. Acevedo,28,73,73,1879,Argentina,Unión de Santa Fe
2644,D. Bessa,24,73,77,1876,Italy,Genoa
2645,C. Carbonero,26,73,73,1855,Colombia,Cortuluá
2646,Naranjo,22,73,79,1753,Spain,CD Leganés
2647,J. Lucero,25,73,75,1748,Argentina,Club Tijuana
2648,V. Karavaev,22,73,80,1934,Russia,Vitesse
2649,K. Nakamura,36,73,73,2016,Japan,Kawasaki Frontale
2650,M. Lehmann,34,73,73,1938,Germany,1. FC Köln
2651,L. Koné,28,73,73,1624,Ivory Coast,Sunderland
2652,A. Oğuz,24,73,77,1995,Turkey,Gençlerbirliği SK
2653,M. Vejinović,27,73,73,1972,Netherlands,AZ Alkmaar
2654,M. Al Sahlawi,30,73,73,1759,Saudi Arabia,Al Nassr
2655,F. Ceccherini,25,73,78,1369,Italy,Crotone
2656,M. Russ,31,73,73,1506,Germany,Eintracht Frankfurt
2657,Pietrson Mendes,33,73,73,1904,Brazil,Chapecoense
2658,T. Matavž,28,73,73,1701,Slovenia,Vitesse
2659,R. Bauer,22,73,77,1882,Germany,SV Werder Bremen
2660,V. Nogueira,29,73,73,1956,France,RC Strasbourg Alsace
2661,O. Vlachodimos,23,73,78,1122,Germany,Panathinaikos FC
2662,K. Laifis,24,73,78,1942,Cyprus,Standard de Liège
2663,Nildo Petrolina,31,73,73,2008,Brazil,CD Aves
2664,C. Löwe,28,73,73,1980,Germany,Huddersfield Town
2665,J. Furch,27,73,73,1739,Argentina,Santos Laguna
2666,V. Cantillo,23,73,82,1721,Colombia,Junior FC
2667,S. Siani,30,73,73,2043,Cameroon,Royal Antwerp FC
2669,F. Tabanou,28,73,73,2069,France,En Avant de Guingamp
2670,F. Silva,31,73,73,1890,Chile,Cruz Azul
2671,Diego Oliveira,27,73,73,1795,Brazil,FC Tokyo
2672,E. Andrada,26,73,77,1136,Argentina,Club Atlético Lanús
2673,S. Muwashar,28,73,73,1873,Saudi Arabia,Al Ahli
2674,J. Silva,23,73,78,1997,Argentina,Roma
2675,Jaim Abra,25,73,73,1137,Brazil,Vitória
2676,N. Bendtner,29,73,73,1814,Denmark,Rosenborg BK
2677,M. James,25,73,75,1922,England,Leicester City
2678,S. Armenteros,27,73,73,1819,Sweden,Portland Timbers
2679,E. Boateng,21,73,81,1851,Ghana,Levante UD
2680,Y. Öztekin,30,73,73,1882,Turkey,Galatasaray SK
2681,M. Barrow,24,73,76,1788,Gambia,Reading
2682,R. Yanbaev,33,73,73,1928,Russia,FC Krasnodar
2683,J. Molina,29,73,73,1951,Mexico,Monterrey
2684,J. Molina,29,73,73,1951,Mexico,Monterrey
2685,Lucas Piazon,23,73,78,1822,Brazil,Fulham
2686,André Sousa,26,73,73,1968,Portugal,Os Belenenses
2687,Miguel Flaño,32,73,73,1708,Spain,CA Osasuna
2688,G. Silva,23,73,78,1823,Uruguay,Independiente
2689,João Novais,23,73,79,1921,Portugal,Rio Ave FC
2690,Kim Min Jae,20,73,80,1579,Korea Republic,Jeonbuk Hyundai Motors
2691,Fábio Pacheco,29,73,73,1871,Portugal,Clube Sport Marítimo
2692,D. Opare,26,73,73,1952,Ghana,FC Augsburg
2693,Daniel Ayala,26,73,75,1686,Spain,Middlesbrough
2694,M. Casco,29,73,73,1976,Argentina,River Plate
2695,Freder Cabral,25,73,73,1101,Brazil,Sport Club do Recife
2696,Mateus,33,73,73,1868,Angola,Boavista FC
2697,J. Kirchhoff,26,73,74,1697,Germany,Bolton Wanderers
2698,Idris,32,73,73,1807,Senegal,Boavista FC
2699,T. Lees,26,73,74,1677,England,Sheffield Wednesday
2700,Rodrigo Galo,30,73,73,1941,Brazil,AEK Athens
2701,K. Olsson,22,73,78,1897,Sweden,AIK
2702,E. Krafth,22,73,80,1903,Sweden,Bologna
2703,S. Gomaa,23,73,77,1938,Egypt,Al Faisaly
2704,Diego González,22,73,81,1657,Spain,Málaga CF
2705,R. Jack,25,73,75,1871,Scotland,Rangers FC
2706,M. Luongo,24,73,76,1947,Australia,Queens Park Rangers
2707,F. Kudryashov,30,73,73,1815,Russia,Rubin Kazan
2708,W. Routledge,32,73,73,1786,England,Swansea City
2709,S. Zoller,26,73,76,1769,Germany,1. FC Köln
2710,I. Kutepov,23,73,81,1618,Russia,Spartak Moscow
2711,B. Watson,31,73,73,1973,England,Nottingham Forest
2712,R. Dartés,33,73,73,1984,Chile,CD Antofagasta
2713,J. St. Juste,20,73,80,1866,Netherlands,Feyenoord
2714,Elias Fontoira,33,73,73,2031,Brazil,Vitória
2715,L. Crisetig,24,73,77,1859,Italy,Bologna
2716,J. Marié,25,73,75,1846,France,Dijon FCO
2718,G. Sertic,27,73,73,2028,France,Olympique de Marseille
2719,A. Pritchard,24,73,78,1852,England,Huddersfield Town
2720,R. Philippoteaux,29,73,73,1813,France,AJ Auxerre
2721,Gerson,20,73,83,1845,Brazil,Roma
2722,Gerso,26,73,73,1786,Guinea Bissau,Sporting Kansas City
2723,M. Urruti,26,73,74,1920,Argentina,FC Dallas
2724,D. Ciofani,31,73,73,1535,Italy,Frosinone
2725,F. Andrijašević,26,73,75,1921,Croatia,KAA Gent
2726,L. Ayling,25,73,75,1817,England,Leeds United
2727,K. Saief,23,73,76,1937,United States,RSC Anderlecht
2728,Aarón Ñíguez,28,73,73,1878,Spain,Real Oviedo
2729,R. Wolski,24,73,77,1806,Poland,Lechia Gdańsk
2730,G. Lux,35,73,73,1132,Argentina,River Plate
2731,Marcos Paneira,29,73,73,1807,Brazil,Palmeiras
2732,K. Bartley,26,73,75,1472,England,Swansea City
2733,C. Berra,32,73,73,1515,Scotland,Heart of Midlothian
2734,K. Monnet-Paquet,28,73,73,1930,France,AS Saint-Étienne
2735,A. Najar,24,73,77,2026,Honduras,RSC Anderlecht
2736,D. Royer,27,73,73,1934,Austria,New York Red Bulls
2737,E. Kalinski,30,73,73,1937,Argentina,Club Atlético Banfield
2738,K. Lawrence,24,73,78,1874,Jamaica,New York Red Bulls
2739,V. Forren,29,73,73,1770,Norway,Molde FK
2740,N. Benezet,26,73,73,1750,France,En Avant de Guingamp
2741,F. Diedhiou,24,73,77,1590,Senegal,Bristol City
2742,Rubén,33,73,73,1192,Spain,Deportivo de La Coruña
2743,Somália,28,73,73,1965,Brazil,Toulouse Football Club
2746,N. Nández,21,73,84,1916,Uruguay,Boca Juniors
2747,G. Johnson,32,73,73,1977,England,Stoke City
2748,André Geraldes,26,73,74,1809,Portugal,Os Belenenses
2749,Juli Piresinho,29,73,73,1874,Brazil,Atlético Paranaense
2750,A. Aguilar,32,73,73,1857,Colombia,FC Dallas
2751,S. Rajković,28,73,73,1551,Serbia,Palermo
2752,Susaeta,32,73,73,1875,Spain,Albacete BP
2753,Vinicius Cardenha,25,73,73,1814,Brazil,Ponte Preta
2754,Dani Raba,21,73,81,1755,Spain,Villarreal CF
2755,O. Sorg,27,73,73,1914,Germany,Hannover 96
2756,Raúl Fernández,29,73,74,1142,Spain,Levante UD
2757,T. Lawrence,23,73,79,1822,Wales,Derby County
2758,G. Dorrans,30,73,73,1991,Scotland,Rangers FC
2759,P. Crouch,36,73,73,1680,England,Stoke City
2760,Alberto,32,73,73,1249,Spain,Rayo Vallecano
2761,Miguel Torres,31,73,73,1750,Spain,Málaga CF
2762,A. Grassi,22,73,82,1918,Italy,SPAL
2763,Rúben Micael,30,73,73,1967,Portugal,FC Paços de Ferreira
2764,R. Hennings,29,73,73,1875,Germany,Fortuna Düsseldorf
2765,Kiko Olivas,28,73,73,1659,Spain,Real Valladolid CF
2766,A. Tuanzebe,19,73,84,1721,England,Aston Villa
2767,F. Tissone,30,73,73,1952,Argentina,CD Aves
2768,B. Myhill,34,73,73,1188,Wales,West Bromwich Albion
2769,N. Pépé,22,73,81,1737,Ivory Coast,LOSC Lille
2770,Wellington Sabrão,33,73,73,1707,Brazil,Ponte Preta
2771,Sandro,28,73,73,1942,Brazil,Benevento
2772,L. Donovan,35,73,73,1872,United States,Club León
2773,Maikel Mesa,26,73,75,1911,Spain,Gimnàstic de Tarragona
2774,G. Bia,27,73,73,1809,Belgium,Akhisar Belediyespor
2775,Jason,22,73,81,1837,Spain,Levante UD
2776,E. Sviatchenko,25,73,75,1790,Denmark,FC Midtjylland
2777,A. Rojas,31,73,73,1986,Argentina,River Plate
2778,R. Walter,22,73,79,1919,France,ESTAC Troyes
2780,C. Buchtmann,25,73,76,1953,Germany,FC St. Pauli
2781,Joselu,26,73,74,1846,Spain,Granada CF
2782,Ricardo Valente,26,73,73,1757,Portugal,Clube Sport Marítimo
2783,T. Minamino,22,73,80,1861,Japan,FC Red Bull Salzburg
2784,B. Nuytinck,27,73,75,1559,Netherlands,Udinese
2785,Y. Sanogo,24,73,78,1693,France,Toulouse Football Club
2786,B. Afobe,24,73,77,1776,DR Congo,Wolverhampton Wanderers
2787,M. Kanazaki,28,73,73,1868,Japan,Sagan Tosu
2788,N. Silva,27,73,73,1654,Argentina,Club Atlético Huracán
2789,A. Çalık,23,73,78,1708,Turkey,Galatasaray SK
2790,J. Ledley,30,73,73,1964,Wales,Derby County
2791,Róber,22,73,82,1719,Spain,Levante UD
2792,Osvaldo Lodeiro,29,73,73,1711,Brazil,Atlético Paranaense
2793,E. Muñoz,26,73,76,1481,Argentina,CD Leganés
2794,Míchel,28,73,73,1848,Spain,Real Valladolid CF
2795,C. Molinaro,33,73,73,1892,Italy,Torino
2796,C. Adam,31,73,73,1992,Scotland,Stoke City
2797,J. Rodríguez,23,73,79,1891,Uruguay,Santos Laguna
2798,T. Ince,25,73,76,1776,England,Huddersfield Town
2799,Víctor Rodríguez,27,73,73,1868,Spain,Seattle Sounders FC
2800,A. Büyük,29,73,73,1832,Turkey,Yeni Malatyaspor
2801,David Rodríguez,31,73,73,1781,Spain,CA Osasuna
2802,N. Maksimović,22,73,80,1883,Serbia,Valencia CF
2803,A. Cadavid,31,73,73,1496,Colombia,Millonarios FC
2804,Fabiano Sonta,25,73,73,1659,Brazil,Atlético Paranaense
2805,A. Ounas,20,73,83,1878,Algeria,Napoli
2806,A. Ounas,20,73,83,1878,Algeria,Napoli
2807,C. Clemens,25,73,73,1884,Germany,1. FC Köln
2808,Clerc,25,73,76,1836,Spain,CA Osasuna
2809,Seoane,34,73,73,1802,Spain,CD Lugo
2810,J. Gomez,20,73,85,1677,England,Liverpool
2811,F. Dionisi,30,73,73,1682,Italy,Frosinone
2812,H. Harbaoui,32,73,73,1691,Tunisia,SV Zulte-Waregem
2813,Rubén Duarte,21,73,78,1746,Spain,Deportivo Alavés
2814,J. Djourou,30,73,73,1595,Switzerland,Antalyaspor
2815,Rubén García,23,73,79,1875,Spain,Real Sporting de Gijón
2816,S. Pérez,24,73,78,1929,Colombia,Boca Juniors
2817,F. Manríquez,33,73,73,1908,Chile,CD Universidad de Concepción
2818,D. Cools,21,73,81,1888,Belgium,Club Brugge KV
2819,Ailton Valpaços,25,73,73,1866,Brazil,Cruzeiro
2820,P. Arajuuri,29,73,73,1495,Finland,Brøndby IF
2821,S. Petrov,26,73,74,1943,Russia,FC Krasnodar
2822,R. Donk,31,73,73,1856,Netherlands,Galatasaray SK
2823,T. Torun,27,73,73,1787,Turkey,Medipol Başakşehir FK
2824,Dídac Vilà,28,73,73,1817,Spain,RCD Espanyol
2825,T. Xhaka,26,73,75,1973,Albania,FC Basel 1893
2826,Markel Bergara,31,73,73,1946,Spain,Getafe CF
2827,U. Emanuelson,31,73,73,2033,Netherlands,FC Utrecht
2828,M. Kamiński,25,73,75,1845,Poland,VfB Stuttgart
2829,B. Nivet,40,73,73,1833,France,ESTAC Troyes
2830,T. Kalachev,36,73,73,2071,Belarus,FC Rostov
2831,D. Congré,32,73,73,1633,France,Montpellier HSC
2832,M. Rensing,33,73,73,1139,Germany,Fortuna Düsseldorf
2833,Àngel Rangel,34,73,73,1923,Spain,Swansea City
2834,B. Bereszyński,24,73,76,1927,Poland,Sampdoria
2835,Y. Mokhtar,25,73,74,1810,Morocco,PEC Zwolle
2836,O. Nyland,26,73,77,1193,Norway,FC Ingolstadt 04
2837,Javi Márquez,31,73,73,1920,Spain,Gimnàstic de Tarragona
2838,U. Spajić,24,73,77,1695,Serbia,RSC Anderlecht
2839,D. Djené,25,73,76,1738,Togo,Getafe CF
2840,R. Keogh,30,73,73,1684,Republic of Ireland,Derby County
2841,R. Fanni,35,73,73,1866,France,Montreal Impact
2842,F. Sammaritano,31,73,73,1757,France,Dijon FCO
2843,J. Fernández,29,73,73,2005,Argentina,Rosario Central
2844,S. García,28,73,73,1886,Argentina,Deportivo Toluca
2845,P. Gouano,23,73,82,1533,France,Amiens SC
2846,C. Domínguez,22,73,77,1832,Paraguay,Club América
2847,S. Prcić,23,73,77,1934,Bosnia Herzegovina,Stade Rennais FC
2848,J. Duque,30,73,73,1710,Colombia,Monarcas Morelia
2849,J. Martínez,31,73,73,1820,Argentina,Independiente
2850,Jorge Carvallinho,33,73,73,1734,Brazil,Botafogo
2851,T. Sainsbury,25,73,76,1814,Australia,Grasshopper Club Zürich
2852,Edgar Ié,23,73,80,1807,Portugal,LOSC Lille
2853,J. Moreira,27,73,73,1809,Paraguay,River Plate
2854,M. Kerzhakov,30,73,73,1080,Russia,Zenit St. Petersburg
2855,Y. Mulumbu,30,73,73,1914,DR Congo,Kilmarnock
2856,A. Esswein,27,73,73,1857,Germany,Hertha BSC
2857,B. Hamid,26,73,76,1138,United States,DC United
2858,J. McClean,28,73,73,1990,Republic of Ireland,West Bromwich Albion
2859,V. Qazaishvili,24,73,75,1834,Georgia,San Jose Earthquakes
2860,I. Sarr,19,73,84,1690,Senegal,Stade Rennais FC
2861,M. Motta,31,73,73,1909,Italy,UD Almería
2862,J. van Overeem,23,73,77,1826,Netherlands,AZ Alkmaar
2863,M. Mahi,23,73,77,1882,Morocco,FC Groningen
2864,I. Lewczuk,32,73,73,1787,Poland,FC Girondins de Bordeaux
2865,I. Uche,33,73,73,1766,Nigeria,Gimnàstic de Tarragona
2866,Welinton,28,73,73,1754,Brazil,Alanyaspor
2867,Welinton,28,73,73,1754,Brazil,Alanyaspor
2868,C. Montes,20,73,81,1746,Mexico,Monterrey
2869,M. Radović,33,73,73,1767,Serbia,Legia Warszawa
2870,S. Clucas,26,73,73,1933,England,Swansea City
2871,J. Lewis,29,73,73,1229,England,Aberdeen
2872,Oriol Riera,30,73,73,1761,Spain,Western Sydney Wanderers
2873,Robson Denho,25,73,73,1958,Brazil,Cruzeiro
2874,D. Nagbe,26,73,73,1959,United States,Atlanta United
2875,I. Seck,27,73,73,1672,Senegal,KRC Genk
2876,K. Laimer,20,73,81,1949,Austria,RB Leipzig
2877,J. Mišić,23,73,81,1948,Croatia,Sporting CP
2878,S. Bertoli,39,73,73,1104,Argentina,Patronato
2879,B. Dramé,31,73,73,1926,Senegal,SPAL
2880,Xeka,22,73,81,1817,Portugal,Dijon FCO
2881,M. Rosenberg,34,73,73,1897,Sweden,Malmö FF
2882,L. Caldirola,26,73,75,1751,Italy,SV Werder Bremen
2883,G. Caprari,23,73,80,1728,Italy,Sampdoria
2884,G. Hauche,30,73,73,1943,Argentina,Millonarios FC
2885,B. Chilwell,20,73,83,1893,England,Leicester City
2886,M. Milligan,31,73,73,1974,Australia,Al Ahli
2888,A. Andrade,28,73,73,1816,Colombia,Club León
2889,Pedro Rocha,22,73,82,1740,Brazil,Spartak Moscow
2890,K. Long,26,73,73,1630,Republic of Ireland,Burnley
2891,M. Stekelenburg,34,73,73,1134,Netherlands,Everton
2892,Samir,22,73,77,1613,Brazil,Udinese
2893,Carlos Hernández,26,73,76,1626,Spain,Real Oviedo
2894,W. Hennessey,30,73,73,1085,Wales,Crystal Palace
2895,D. Kombarov,30,73,73,2088,Russia,Spartak Moscow
2896,M. Jajalo,29,73,73,1974,Bosnia Herzegovina,Palermo
2897,R. Métanire,27,73,73,1778,France,Stade de Reims
2898,Bustinza,25,73,76,1729,Spain,CD Leganés
2899,Gérson Noalha,29,73,73,1839,Brazil,Chapecoense
2900,M. Amalfitano,32,73,73,1935,France,Stade Rennais FC
2901,A. Gerndt,30,73,73,1860,Sweden,FC Lugano
2902,Oier,27,73,74,1231,Spain,Levante UD
2903,L. Ardente,35,73,73,983,Argentina,San Martín de San Juan
2904,A. Büttner,28,73,73,2061,Netherlands,Vitesse
2905,Diego Cavalieri,34,73,73,1081,Brazil,Crystal Palace
2906,Jorge Molina,35,73,73,1686,Spain,Getafe CF
