,Name,Age,Overall,Potential,Special,Nationality,Club
2570,Marquinhos Gabriel,21,71,75,1754,Brazil,Bahia
2571,Kim Bo Kyung,22,71,79,1832,Korea Republic,Cardiff City
2572,K. Beckerman,30,71,71,1874,United States,Real Salt Lake
2573,André Luiz,32,71,71,1673,Brazil,Palmeiras
2574,M. Paci,34,71,71,1539,Italy,Siena
2575,V. Germain,22,71,80,1772,France,AS Monaco
2576,S. Langkamp,24,71,75,1493,Germany,FC Augsburg
2577,A. Talavera,29,71,73,1250,Mexico,Deportivo Toluca
2578,S. Ameobi,30,71,71,1697,Nigeria,Newcastle United
2579,X. Pentecôte,25,71,77,1733,France,OGC Nice
2580,B. Lauth,30,71,71,1889,Germany,TSV 1860 München
2581,K. Navas,25,71,78,1257,Costa Rica,Levante UD
2582,T. Kristensen,29,71,71,1795,Denmark,FC København
2583,C. Kirkland,31,71,71,1203,England,Sheffield Wednesday
2584,Miku,26,71,71,1781,Venezuela,Celtic
2585,M. Vejinović,22,71,76,1937,Netherlands,Heracles Almelo
2586,A. Majeed Waris,20,71,79,1722,Ghana,Spartak Moscow
2587,Nacho Fernández,22,71,74,1654,Spain,Real Madrid
2588,R. Barkley,18,71,84,1824,England,Everton
2589,F. Fielding,24,71,75,1245,England,Derby County
2590,Willian José,20,71,82,1703,Brazil,Santos
2591,S. Coates,21,71,77,1498,Uruguay,Liverpool
2592,Hwang Jin Sung,28,71,71,1845,Korea Republic,Pohang Steelers
2593,N. Maynard,25,71,76,1789,England,Cardiff City
2595,J. Roberts,34,71,71,1743,Grenada,Reading
2597,R. Pasveer,28,71,72,1109,Netherlands,Heracles Almelo
2598,M. Higdon,28,71,71,1682,England,Motherwell
2599,F. Silva,26,71,72,1875,Chile,CA Osasuna
2600,Bill,27,71,71,1740,Brazil,Coritiba
2602,Marcelo,22,71,77,1534,Brazil,Rio Ave FC
2603,Candeias,24,71,76,1732,Portugal,CD Nacional
2604,C. Santin,31,71,71,1849,Brazil,FC København
2605,J. Molina,24,71,72,1881,Mexico,Club América
2606,Jonathan Valle,27,71,73,1788,Spain,RC Recreativo de Huelva
2607,G. Bellini,32,71,71,1769,Italy,Atalanta
2608,M. Hudson,30,71,71,1535,England,Cardiff City
2609,N. Cardozo,25,71,72,1819,Argentina,Monterrey
2611,D. Hoesen,21,71,76,1768,Netherlands,Ajax
2612,C. Benschop,22,71,76,1604,Netherlands,Stade Brestois 29
2613,Javi López,26,71,72,1876,Spain,RCD Espanyol
2614,J. Butland,19,71,85,1284,England,Birmingham City
2615,Ricardo Berna,33,71,71,1049,Brazil,Clube Náutico Capibaribe
2616,R. Stam,28,71,71,1973,Netherlands,Wigan Athletic
2617,J. Bruma,20,71,77,1750,Netherlands,Hamburger SV
2618,F. Bartels,25,71,75,1782,Germany,FC St. Pauli
2619,Martinez,32,71,71,1932,Brazil,Clube Náutico Capibaribe
2620,K. Kampl,21,71,74,1767,Slovenia,FC Red Bull Salzburg
2621,Crusat,30,71,71,1748,Spain,Wigan Athletic
2622,J. Brison,29,71,71,1952,France,AS Saint-Étienne
2623,J. Brison,29,71,71,1952,France,AS Saint-Étienne
2624,Jonathan Soriano,26,71,74,1766,Spain,FC Red Bull Salzburg
2625,M. Pedersen,21,71,75,1787,Norway,Odense Boldklub
2626,F. Casarini,22,71,81,1941,Italy,Cagliari
2627,M. Tacalfred,31,71,71,1795,France,Stade de Reims
2628,J. John,23,71,78,1709,Netherlands,FC Nordsjælland
2629,T. Arslan,21,71,77,1882,Germany,Hamburger SV
2630,O. Engelaar,32,71,71,1779,Netherlands,PSV
2631,M. Urruti,21,71,77,1692,Argentina,Portland Timbers
2632,J. Berget,21,71,79,1860,Norway,Molde FK
2633,S. Kornilenko,29,71,71,1747,Belarus,Krylya Sovetov Samara
2634,Sunny,23,71,73,1846,Nigeria,CD Numancia
2635,Alessandro,33,71,71,1840,Brazil,Corinthians
2636,J. McEachran,19,71,83,1893,England,Middlesbrough
2637,Wendel,30,71,71,2046,Brazil,Vasco da Gama
2638,D. Lazarevic,22,71,78,1764,Slovenia,Modena
2639,G. Imbula,19,71,85,1769,France,En Avant de Guingamp
2640,Vinícius Araújo,19,71,84,1712,Brazil,Cruzeiro
2641,J. Brooks,19,71,78,1581,United States,Hertha BSC
2642,Airton,22,71,78,1895,Brazil,Internacional
2643,M. Risse,22,71,76,1868,Germany,1. FSV Mainz 05
2644,Alessandro,24,71,75,1092,Brazil,Vasco da Gama
2645,N. Al Abed,22,71,76,1884,Saudi Arabia,Al Hilal
2646,M. Magee,27,71,71,1920,United States,Chicago Fire
2647,S. Rajković,23,71,75,1526,Serbia,Hamburger SV
2648,Gil,25,71,74,1936,Brazil,Coritiba
2649,Alisson,19,71,83,1744,Brazil,Cruzeiro
2650,Codina,30,71,71,1058,Spain,Getafe CF
2651,Rodri,27,71,76,1670,Spain,Rayo Vallecano
2652,Yago Falqué,22,71,81,1754,Spain,UD Almería
2653,Gum,26,71,74,1608,Brazil,Fluminense
2654,M. Sansovini,32,71,71,1808,Italy,Spezia
2655,Josué,21,71,78,1801,Portugal,FC Paços de Ferreira
2656,F. Agliardi,29,71,72,1121,Italy,Bologna
2657,Fabricio,24,71,78,1197,Spain,Real Betis
2658,Soriano,32,71,71,1813,Spain,UD Almería
2659,E. Benítez,24,71,73,1797,Paraguay,Deportivo Toluca
2660,Rodrigo Caio,18,71,78,1835,Brazil,São Paulo
2661,C. Bieler,28,71,71,1727,Argentina,Sporting Kansas City
2662,D. Kuciak,27,71,75,1051,Slovakia,Legia Warszawa
2663,Z. Vukić,32,71,71,1818,Serbia,PAOK
2664,Angelo,31,71,71,1925,Brazil,Siena
2665,M. Amsif,23,71,73,1113,Morocco,FC Augsburg
2666,A. Weber,25,71,74,1495,France,Stade de Reims
2667,I. Lolo,29,71,71,1771,Ivory Coast,Kuban Krasnodar
2668,Édson Bastos,32,71,71,1156,Brazil,Ponte Preta
2669,D. Suárez,24,71,75,1997,Uruguay,Elche CF
2670,Carlitos,29,71,71,1806,Portugal,Estoril Praia
2671,M. Taylor,30,71,71,2058,England,West Ham United
2672,Bruno Amaro,29,71,71,1966,Portugal,Vitória de Setúbal
2673,J. Vaughan,23,71,75,1811,England,Huddersfield Town
2674,S. Kyrgiakos,32,71,71,1454,Greece,VfL Wolfsburg
2675,R. Miyaichi,19,71,83,1588,Japan,Wigan Athletic
2676,G. Fernández,20,71,80,1836,Argentina,Boca Juniors
2677,M. Kanazaki,23,71,77,1721,Japan,1. FC Nürnberg
2678,L. Fuentes,25,71,72,1963,Mexico,U.N.A.M.
2679,E. Enoh,26,71,73,1700,Cameroon,Fulham
2680,Naldo,23,71,77,1628,Brazil,Bologna
2681,Júlio César,30,71,71,2026,Brazil,Botafogo
2682,Vítor,28,71,75,1943,Portugal,FC Paços de Ferreira
2683,S. Escudero,29,71,71,1642,Argentina,Coritiba
2684,S. Escudero,29,71,71,1642,Argentina,Coritiba
2685,Fernandão,25,71,72,1596,Brazil,Bahia
2686,R. Klavan,26,71,73,1719,Estonia,FC Augsburg
2687,D. Koné,26,71,73,1702,Burkina Faso,Évian Thonon Gaillard FC
2688,A. Devaux,27,71,75,1906,France,Stade de Reims
2689,Abraham,26,71,73,1796,Spain,AD Alcorcón
2690,Álex Fernández,19,71,76,1824,Spain,Real Madrid Castilla
2691,Salomão,23,71,78,1785,Portugal,Deportivo de La Coruña
2692,R. Tesche,25,71,75,1988,Germany,Fortuna Düsseldorf
2693,P. Diawara,24,71,80,1753,Senegal,Sevilla FC
2694,D. Subašić,27,71,76,1343,Croatia,AS Monaco
2695,E. Izaguirre,26,71,73,1879,Honduras,Celtic
2696,D. Klate,27,71,76,1635,South Africa,Orlando Pirates
2697,O. García,27,71,71,1930,Honduras,Houston Dynamo
2698,R. Keogh,25,71,74,1674,Republic of Ireland,Derby County
2699,Reginaldo,28,71,71,1912,Brazil,Vasco da Gama
2700,Y. Kajiyama,26,71,75,1804,Japan,Panathinaikos FC
2701,C. Luna,30,71,71,1642,Argentina,River Plate
2702,A. Hutchinson,29,71,71,1997,Canada,PSV
2704,A. Collin,26,71,72,1680,France,Sporting Kansas City
2705,A. Esswein,22,71,77,1829,Germany,1. FC Nürnberg
2706,Lino,35,71,71,2009,Brazil,PAOK
2707,M. Wasilewski,32,71,71,1725,Poland,RSC Anderlecht
2708,A. Guédioura,26,71,76,1962,Algeria,Nottingham Forest
2709,G. Loovens,28,71,75,1487,Netherlands,Real Zaragoza
2710,V. Mannone,24,71,76,1187,Italy,Arsenal
2711,D. de Zeeuw,29,71,71,1920,Netherlands,RSC Anderlecht
2712,Dakson,24,71,72,1731,Brazil,Vasco da Gama
2713,J. Huiqui,29,71,72,1649,Mexico,Monarcas Morelia
2714,M. Bjärsmyr,26,71,72,1662,Sweden,IFK Göteborg
2715,Gilberto,23,71,78,1764,Brazil,Portuguesa de Desportos
2716,Oriol Riera,25,71,75,1680,Spain,AD Alcorcón
2717,M. Berg,25,71,75,1732,Sweden,Hamburger SV
2718,S. Davies,32,71,71,1821,Wales,Fulham
2719,Digão,24,71,75,1439,Brazil,Fluminense
2720,Sergio Tejera,22,71,76,1890,Spain,RCD Espanyol
2721,J. Quercia,25,71,76,1749,France,FC Lorient
2722,Omar,22,71,77,959,Brazil,Bahia
2723,C. Bocanegra,33,71,71,1626,United States,Chivas USA
2724,Rafael Moura,29,71,71,1690,Brazil,Internacional
2725,B. Megyeri,22,71,78,1020,Hungary,Olympiacos CFP
2726,B. Jones,30,71,71,1230,Australia,Liverpool
2727,P. Yakovlev,21,71,80,1856,Russia,Spartak Moscow
2728,Juan Rodriguez,30,71,71,1868,Spain,Getafe CF
2729,N. Pulzetti,28,71,71,1906,Italy,Bologna
2730,E. Andrade,24,71,73,1851,Mexico,Jaguares de Chiapas
2731,Elias,28,71,71,1835,Brazil,Ponte Preta
2732,Camuñas,31,71,71,1837,Spain,Deportivo de La Coruña
2733,L. De Bock,19,71,75,1889,Belgium,Club Brugge KV
2734,W. Bouma,34,71,71,1805,Netherlands,PSV
2735,N. Shorey,31,71,71,1921,England,Reading
2736,J. Díaz,28,71,71,1901,Costa Rica,1. FSV Mainz 05
2737,O. Arellano,25,71,73,1827,Mexico,Monterrey
2738,M. Traoré,23,71,75,1921,Mali,OGC Nice
2739,G. Coutinho,29,71,71,1190,Netherlands,ADO Den Haag
2740,F. Vázquez,23,71,76,1787,Argentina,Rayo Vallecano
2741,O. Sorin,31,71,71,1101,France,AJ Auxerre
2742,S. Ribas,24,71,75,1699,Uruguay,AS Monaco
2743,V. van Dijk,20,71,79,1865,Netherlands,FC Groningen
2744,Rodnei,26,71,75,1792,Brazil,FC Red Bull Salzburg
2745,Rodnei,26,71,75,1792,Brazil,FC Red Bull Salzburg
2746,G. Tamaş,28,71,71,1723,Romania,West Bromwich Albion
2747,T. Bendiksen,22,71,79,1865,Norway,Tromsø IL
2748,M. Bruno,18,71,83,1826,Belgium,RSC Anderlecht
2749,L. López,28,71,71,1792,Mexico,Monterrey
2750,N. Maurice-Belay,27,71,75,1861,France,FC Girondins de Bordeaux
2751,Paulo Assunção,32,71,71,1784,Brazil,Deportivo de La Coruña
2752,Luis Ricardo,28,71,71,1906,Brazil,Portuguesa de Desportos
2753,A. Townsend,20,71,79,1746,England,Queens Park Rangers
2754,Puñal,36,71,71,1831,Spain,CA Osasuna
2755,I. Baldé,23,71,77,1703,Senegal,Kuban Krasnodar
2756,D. Di Gennaro,24,71,78,1856,Italy,Spezia
2757,Fillipe Soutto,21,71,81,1941,Brazil,Vasco da Gama
2758,Paulão,26,71,74,1643,Brazil,Cruzeiro
2759,Ananias,23,71,76,1877,Brazil,Palmeiras
2760,Baraka,25,71,72,1738,Brazil,Ponte Preta
2761,E. Hoffer,25,71,74,1714,Austria,1. FC Kaiserslautern
2762,P. Barrera,25,71,78,1912,Mexico,Cruz Azul
2763,Torrejón,26,71,74,1567,Spain,1. FC Kaiserslautern
2764,J. Olave,31,71,71,1672,Colombia,New York Red Bulls
2765,C. Wood,20,71,76,1710,New Zealand,Leicester City
2766,D. Holla,24,71,73,2027,Netherlands,ADO Den Haag
2767,J. Varga,24,71,75,1922,Hungary,SpVgg Greuther Fürth
2768,Márcio,31,71,71,1323,Brazil,Atlético Clube Goianiense
2769,César Arzo,26,71,71,1764,Spain,KAA Gent
2770,J. Legear,25,71,76,1910,Belgium,Terek Grozny
2771,Riesgo,28,71,72,1152,Spain,CA Osasuna
2772,T. Reginiussen,26,71,76,1650,Norway,Rosenborg BK
2773,Ilori,19,71,79,1601,Portugal,Sporting CP
2774,Y. Al Shehri,22,71,76,1843,Saudi Arabia,Ettifaq FC
2775,C. Matheu,27,71,74,1627,Argentina,Siena
2776,Thievy,20,71,79,1745,France,UD Las Palmas
2777,S. Djeparov,29,71,71,1921,Uzbekistan,Seongnam FC
2778,M. Ostrzolek,22,71,75,1824,Germany,FC Augsburg
2779,F. Delph,22,71,80,1997,England,Aston Villa
2780,C. McManaman,21,71,78,1590,England,Wigan Athletic
2781,M. Bolatti,27,71,74,1923,Argentina,Internacional
2782,A. Knockaert,20,71,79,1780,France,Leicester City
2783,I. Pelizzoli,31,71,72,1182,Italy,Pescara
2784,G. Charbonnier,23,71,75,1726,France,Montpellier HSC
2785,A. Putsila,25,71,74,1791,Belarus,Volga Nizhny Novgorod
2786,Léo,24,71,76,1747,Brazil,Cruzeiro
2787,Ilan,31,71,71,1752,Brazil,Sporting Club de Bastia
2788,Cássio,31,71,71,1122,Brazil,FC Paços de Ferreira
2789,G. Murray,28,71,71,1756,England,Crystal Palace
2790,Valdomiro,33,71,71,1448,Brazil,Portuguesa de Desportos
2791,L. Scaloni,34,71,71,1883,Argentina,Atalanta
2792,J. Šimůnek,25,71,76,1566,Czech Republic,1. FC Kaiserslautern
2793,L. Young,32,71,71,1778,England,Queens Park Rangers
2794,Yuri,29,71,71,1737,Brazil,SD Ponferradina
2795,Emerson,31,71,71,1803,Brazil,Livorno
2796,Hong Jeong Ho,22,71,79,1814,Korea Republic,Jeju United FC
2797,Alan,22,71,79,1760,Brazil,FC Red Bull Salzburg
2798,L. Jacobsen,32,71,71,1847,Denmark,FC København
2799,M. Rubin,24,71,74,1906,Italy,Siena
2800,M. Abu,20,71,80,1955,Ghana,FC Lorient
2801,M. Caligiuri,28,71,71,1974,Germany,1. FSV Mainz 05
2802,N. Revishvili,25,71,75,1173,Georgia,FC Krasnodar
2803,K. Wilson,26,71,71,1563,England,Celtic
2804,M. Ericsson,31,71,71,1663,Sweden,BK Häcken
2805,Timor,22,71,73,1826,Spain,CA Osasuna
2806,Timor,22,71,73,1826,Spain,CA Osasuna
2807,S. Sararer,22,71,77,1795,Turkey,SpVgg Greuther Fürth
2808,Alex Martínez,21,71,74,1913,Spain,Real Betis
2809,I. Ezekiel,18,71,81,1797,Nigeria,Standard de Liège
2810,M. Cassetti,35,71,71,1813,Italy,Watford
2811,Éverton Costa,26,71,76,1825,Brazil,Santos
2812,J. Colback,22,71,78,1923,England,Sunderland
2813,I. Shechter,25,71,75,1784,Israel,Swansea City
2814,M. Ardemagni,25,71,74,1727,Italy,Modena
2815,T. Marx,31,71,71,1878,Germany,Borussia Mönchengladbach
2816,K. Miller,32,71,71,1758,Scotland,Vancouver Whitecaps FC
2817,Ávine,24,71,75,1963,Brazil,Bahia
2818,S. Meza,25,71,73,1865,Mexico,Monterrey
2819,M. Diskerud,21,71,78,1911,United States,Rosenborg BK
2820,A. Gatagov,21,71,75,1796,Russia,Dinamo Moscow
2821,T. Usami,20,71,78,1631,Japan,TSG 1899 Hoffenheim
2822,V. Aboubakar,20,71,75,1658,Cameroon,Valenciennes FC
2823,J. Larsen,27,71,72,1556,Denmark,Club Brugge KV
2824,M. Ozdoev,19,71,81,1862,Russia,Lokomotiv Moscow
2825,Cédric,20,71,81,1973,Portugal,Sporting CP
2826,Nacho Cases,24,71,77,1837,Spain,Real Sporting de Gijón
2827,Júlio César,27,71,72,1173,Brazil,Corinthians
2828,E. Pisano,25,71,75,1828,Italy,Genoa
2829,V. Elm,26,71,72,1866,Sweden,AZ Alkmaar
2830,A. Adomah,24,71,76,1785,Ghana,Bristol City
2831,J. Cámpora,31,71,71,1678,Argentina,Racing Club
2832,S. Kelly,28,71,71,1793,Republic of Ireland,Reading
2833,L. Mareque,29,71,71,1848,Argentina,FC Lorient
2834,C. Mackail-Smith,28,71,71,1823,Scotland,Brighton & Hove Albion
2835,M. Emnes,24,71,75,1832,Netherlands,Middlesbrough
2836,J. Karacan,23,71,75,1940,Turkey,Reading
2837,T. Derijck,25,71,73,1677,Belgium,PSV
2838,S. De maio,25,71,78,1571,France,Brescia
2839,S. Dobbie,29,71,71,1790,Scotland,Crystal Palace
2840,Recio,21,71,76,1865,Spain,Granada CF
2841,D. Rubio,19,71,80,1751,Chile,Sporting CP
2842,J. Akpala,25,71,73,1751,Nigeria,SV Werder Bremen
2843,R. Vargas,25,71,74,1717,Venezuela,RSC Anderlecht
2844,A. Ricchiuti,34,71,71,1792,Argentina,Catania
2845,F. Abriel,32,71,71,1912,France,OGC Nice
2846,Maurício,23,71,76,1981,Brazil,Terek Grozny
2847,T. Oar,20,71,76,1763,Australia,FC Utrecht
2848,Escudero,22,71,75,1944,Spain,Getafe CF
2849,D. Contento,22,71,76,1824,Germany,FC Bayern München
2850,Bruma,17,71,85,1690,Portugal,Sporting CP
2851,D. N'Gog,23,71,75,1760,France,Bolton Wanderers
2852,R. Letsholonyane,29,71,71,1833,South Africa,Kaizer Chiefs
2853,Vagner,26,71,76,1147,Brazil,Estoril Praia
2854,J. Willems,18,71,82,1932,Netherlands,PSV
2855,E. Cascione,28,71,73,1913,Italy,Pescara
2856,N. Jørgensen,21,71,78,1723,Denmark,FC København
2857,Élton,26,71,71,1704,Brazil,Corinthians
2858,Alex López,24,71,75,1894,Spain,RC Celta
2859,A. Túñez,25,71,75,1477,Venezuela,RC Celta
2861,R. Cazzola,26,71,73,1822,Italy,Atalanta
2862,N. Gudelj,20,71,77,1936,Serbia,NAC Breda
2863,Pedro Santos,24,71,78,1782,Portugal,Vitória de Setúbal
2865,C. Terzi,28,71,73,1677,Italy,Siena
2866,J. Troisi,23,71,78,1782,Australia,Atalanta
2867,J. Troisi,23,71,78,1782,Australia,Atalanta
2868,H. Yebda,28,71,74,1833,Algeria,Granada CF
2869,I. Piris,23,71,74,1840,Paraguay,Roma
2870,J. Wuytens,27,71,72,1756,Belgium,FC Utrecht
2871,A. Ottl,27,71,71,1824,Germany,FC Augsburg
2872,A. Salifu,19,71,76,1898,Ghana,Catania
2873,S. Celozzi,23,71,75,1795,Germany,Eintracht Frankfurt
2874,Hilário,36,71,71,1224,Portugal,Chelsea
2875,A. Sgrigna,32,71,71,1793,Italy,Hellas Verona
2876,A. Kali,21,71,78,1926,Morocco,FC Utrecht
2877,N. Pedersen,24,71,72,1676,Denmark,KV Mechelen
2878,Rafinha,25,71,71,1547,Brazil,Ulsan Hyundai FC
2879,V. Kulik,27,71,73,1898,Russia,Kuban Krasnodar
2880,M. Silvestre,34,71,71,1730,France,Portland Timbers
2881,L. Schmitz,23,71,74,1978,Germany,SV Werder Bremen
2882,Djamal,29,71,71,1896,Libya,SC Braga
2883,G. Plet,24,71,73,1588,Netherlands,KRC Genk
2884,S. Jackson,25,71,73,1704,Canada,Norwich City
2885,S. Kljestan,26,71,72,1945,United States,RSC Anderlecht
2886,E. Hernández,24,71,76,1903,Mexico,Tigres U.A.N.L.
2887,D. Kruppke,32,71,71,1925,Germany,Eintracht Braunschweig
2888,M. Almunia,35,71,71,1182,Spain,Watford
2889,S. Schröck,25,71,73,1876,Philippines,TSG 1899 Hoffenheim
2890,Alex,21,71,74,1783,Brazil,Botafogo
2891,T. Mears,29,71,71,1943,England,Bolton Wanderers
2892,Kim Nam Il,35,71,71,1893,Korea Republic,Incheon United FC
2893,D. Adlung,24,71,74,1874,Germany,FC Energie Cottbus
2894,J. van den Bergh,25,71,73,1883,Germany,Fortuna Düsseldorf
2895,Y. Godzyur,27,71,72,1076,Ukraine,Terek Grozny
2896,Dorado,29,71,71,1575,Spain,Villarreal CF
2897,M. Jørgensen,22,71,77,1631,Denmark,PSV
2898,P. Souaré,22,71,76,1941,Senegal,Stade de Reims
2899,G. Arabatzis,28,71,72,1026,Greece,AEK Athens
2900,R. Jarstein,27,71,75,1115,Norway,Viking FK
2901,O. Kuzmin,31,71,71,1928,Russia,Rubin Kazan
2902,J. Enríquez,21,71,77,1847,Mexico,Guadalajara
2903,Adriano,25,71,75,1841,Brazil,Grêmio
2904,T. De Sutter,26,71,71,1778,Belgium,RSC Anderlecht
2905,J. Hamad,21,71,76,1805,Sweden,Malmö FF
2906,Lolo,27,71,75,1853,Spain,CA Osasuna
2907,T. Werner,26,71,71,1846,Germany,FC Augsburg
2908,L. Michel,32,71,71,1283,Mexico,Guadalajara
2909,Renato Silva,28,71,71,1738,Brazil,Vasco da Gama
2910,Marcelo Oliveira,25,71,72,1858,Brazil,Palmeiras
2911,Masoud,28,71,71,1658,Iran,CA Osasuna
2912,P. Moen,28,71,71,1914,Norway,Lillestrøm SK
2913,S. Whittaker,28,71,71,1899,Scotland,Norwich City
2914,D. Maroh,25,71,74,1573,Slovenia,1. FC Köln
2915,P. González,27,71,72,1814,Argentina,Novara
2918,M. Frantz,25,71,74,1859,Germany,1. FC Nürnberg
2919,B. Reynet,21,71,75,1123,France,Dijon FCO
2920,R. Wallace,27,71,73,1871,Scotland,Burnley
2921,Barragán,25,71,74,1823,Spain,Valencia CF
2922,A. Ateef,29,71,71,1896,Saudi Arabia,Al Shabab
2923,Wallace,24,71,75,1654,Brazil,Flamengo
2924,Antônio Carlos,29,71,71,1674,Brazil,São Paulo
2925,Rúben Ferreira,22,71,81,1779,Portugal,Clube Sport Marítimo
2926,E. Pérez,23,71,74,1913,Mexico,Monarcas Morelia
2927,Nacho,23,71,74,1935,Spain,Rayo Vallecano
2928,Nacho,23,71,74,1935,Spain,Rayo Vallecano
2929,D. Álvarez,33,71,71,1776,Mexico,Tigres U.A.N.L.
2930,R. Márquez Lugo,30,71,71,1835,Mexico,Guadalajara
2931,J. Holebas,28,71,71,2029,Greece,Olympiacos CFP
2932,D. Bakar,23,71,74,1787,France,AS Nancy Lorraine
2933,Rafael Bastos,27,71,72,1842,Brazil,Al Nassr
2934,M. Abdellaoue,23,71,75,1671,Norway,Vålerenga Fotball
2935,K. Stadsgaard,26,71,72,1607,Denmark,FC København
2936,N. Baker,21,71,77,1426,England,Aston Villa
2937,N. Seube,32,71,71,1803,France,Stade Malherbe Caen
2938,Fontàs,22,71,80,1723,Spain,RCD Mallorca
2939,Giovanni,25,71,79,1032,Brazil,Atlético Mineiro
2940,K. Ojo,23,71,75,1696,Nigeria,KRC Genk
2941,E. Diouf,31,71,71,1828,Senegal,Leeds United
2942,M. Fryatt,26,71,73,1794,England,Hull City
2943,I. Radovanovic,23,71,78,1873,Serbia,Atalanta
2944,F. Stenman,29,71,71,1908,Sweden,Club Brugge KV
2945,R. Gomis,28,71,74,1856,Senegal,Valenciennes FC
2946,M. Thygesen,27,71,72,1996,Denmark,Brøndby IF
2947,Oier,26,71,74,1911,Spain,CA Osasuna
2948,M. M'Bami,29,71,71,1811,Cameroon,Al Ittihad
2949,D. Randolph,25,71,76,1284,Republic of Ireland,Motherwell
2950,R. Berezovskiy,37,71,71,1066,Armenia,Dinamo Moscow
2951,E. Bennett,23,71,74,1769,England,Norwich City
2952,D. Rozehnal,31,71,71,1551,Czech Republic,LOSC Lille
2954,J. Simaeys,27,71,72,1748,Belgium,KRC Genk
2955,André Almeida,21,71,78,1823,Portugal,SL Benfica
2956,J. Spearing,23,71,77,1979,England,Bolton Wanderers
2958,G. Király,36,71,71,1112,Hungary,TSV 1860 München
2959,D. Etuhu,30,71,71,1805,Nigeria,Blackburn Rovers
2960,E. Valencia,27,71,72,1807,Colombia,Fluminense
2961,Sami,23,71,78,1766,Guinea Bissau,Clube Sport Marítimo
2962,T. Hysén,30,71,71,1760,Sweden,IFK Göteborg
2963,C. Ledesma,33,71,71,1899,Argentina,River Plate
2964,L. Ciman,26,71,74,1829,Belgium,Standard de Liège
2965,L. Bridcutt,23,71,76,1817,Scotland,Brighton & Hove Albion
2966,S. Warnock,30,71,71,1761,England,Leeds United
2967,Taddei,32,71,71,2030,Brazil,Roma
2968,E. Braafheid,29,71,71,1922,Netherlands,FC Twente
2969,Juninho,29,71,71,1953,Brazil,Tigres U.A.N.L.
2970,Michel Alves,31,71,71,1134,Brazil,Vasco da Gama
2971,Nivaldo,32,71,71,1645,Brazil,Rio Ave FC
2972,T. Jun,29,71,71,1823,Czech Republic,FK Austria Wien
2973,B. Davis,30,71,71,1885,United States,Houston Dynamo
2974,M. Miller,30,71,71,1012,Germany,Hannover 96
2975,C. Delgado,30,71,71,1844,Argentina,Monterrey
2976,I. Lebedenko,29,71,71,1870,Russia,Terek Grozny
2977,David López,29,71,71,1805,Spain,Brighton & Hove Albion
2978,B. Bannan,22,71,74,1910,Scotland,Aston Villa
2979,Luna,21,71,77,1888,Spain,RCD Mallorca
2980,Ronaldo Alves,22,71,75,1562,Brazil,Internacional
2981,L. Squizzi,38,71,71,1172,Italy,Chievo Verona
2982,F. Bulot,21,71,77,1773,France,Standard de Liège
2983,B. Sahar,22,71,76,1659,Israel,Hertha BSC
2984,C. Del Grosso,29,71,71,1876,Italy,Atalanta
2985,P. Cáceres,27,71,73,1862,Uruguay,Torino
2986,M. Celik,22,71,77,1756,Sweden,Pescara
2987,C. Meriem,32,71,71,1759,France,OGC Nice
2988,Luan,23,71,76,1887,Brazil,Cruzeiro
2989,Luan,23,71,76,1887,Brazil,Cruzeiro
2990,I. Cofie,21,71,80,1951,Ghana,Chievo Verona
2991,S. Fürstner,24,71,74,1814,Germany,SpVgg Greuther Fürth
2992,Elustondo,25,71,74,1867,Spain,Real Sociedad
2993,L. Immers,26,71,72,1968,Netherlands,Feyenoord
2994,B. Sigurdarson,20,71,77,1794,Iceland,Wolverhampton Wanderers
2995,Alberto,19,71,80,1897,Spain,Sevilla FC
2996,D. Braaten,30,71,71,1932,Norway,Toulouse Football Club
2998,Cleber,22,71,77,1541,Brazil,Corinthians
2999,Roger,30,71,71,1815,Poland,AEK Athens
3000,F. Ben Khalfallah,29,71,71,1779,Tunisia,FC Girondins de Bordeaux
3001,T. Doumbia,22,71,77,1871,Mali,Wolverhampton Wanderers
3002,Felipe,27,70,71,1659,Brazil,Siena
3003,Antonio López,30,70,70,1907,Spain,RCD Mallorca
3004,D. Murphy,28,70,70,1930,England,Birmingham City
3005,G. Pasquale,30,70,70,1971,Italy,Udinese
3006,A. Shinnie,22,70,75,1793,Scotland,Inverness Caledonian Thistle
3007,G. Torrado,33,70,70,1793,Mexico,Cruz Azul
3008,E. Kawashima,29,70,72,1202,Japan,Standard de Liège
3009,A. Román,25,70,70,1638,Paraguay,River Plate
3010,M. Mills,25,70,73,1489,England,Bolton Wanderers
3011,O. Iakovenko,24,70,72,1766,Ukraine,RSC Anderlecht
3012,T. Giresse,31,70,70,1763,France,En Avant de Guingamp
3013,J. Mutch,20,70,78,1933,England,Cardiff City
3014,F. Benussi,30,70,71,1185,Italy,Palermo
3015,J. Rodríguez,32,70,70,1990,Mexico,Santos Laguna
3016,M. Amedick,29,70,70,1527,Germany,Eintracht Frankfurt
3017,D. Di Michele,36,70,70,1749,Italy,Urbs Reggina 1914 
3018,L. Franco,35,70,70,1174,Argentina,Real Zaragoza
3019,L. Best,25,70,74,1701,Republic of Ireland,Blackburn Rovers
3020,R. Koolwijk,26,70,71,1768,Netherlands,NEC Nijmegen
3021,B. Parker,26,70,76,1779,South Africa,Kaizer Chiefs
